Kood	Lühinimetus	Nimetus	Pikk_nimetus	Vanem_kood	Hierarhia_aste	Kehtivuse_alguse_kpv	Kehtivuse_lõpu_kpv	Viimane_muudatus_kpv	Muutja	Staatus	Selgitus
A	A	A	Alfa		0	1.01.2012			EKL,TA	1	
B	B	B	Bravo		0	1.01.2012			EKL,TA	1	
C	C	C	Charli		0	1.01.2012			EKL,TA	1	
D	D	D	Delta		0	1.01.2012			EKL,TA	1	
