Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
NUTR;tervislik toitumine;tervislik toitumine;tervislik toitumine;;;1.01.2008;;;Eesti E-tervise SA;1;
ALC;alkoholi tarvitamine;alkoholi tarvitamine;alkoholi tarvitamine;;;1.01.2008;;;Eesti E-tervise SA;1;
