Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus;;;
407280009;Escherichia coli, serogrupp O103;Escherichia coli, serogrupp O103;Escherichia coli serogroup O103 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Escherichia coli, serotüüp O103 -> Escherichia coli, serogrupp O103;;;
131261003;Escherichia coli, serogrupp O111;Escherichia coli, serogrupp O111;Escherichia coli serogroup O111 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Escherichia coli, serotüüp O111 -> Escherichia coli, serogrupp O111;;;
407298008;Escherichia coli, serogrupp O145;Escherichia coli, serogrupp O145;Escherichia coli serogroup O145 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Escherichia coli, serotüüp O145 -> Escherichia coli, serogrupp O145;;;
131260002;Escherichia coli, serogrupp O26;Escherichia coli, serogrupp O26;Escherichia coli serogroup O26 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Escherichia coli, serotüüp O26 -> Escherichia coli, serogrupp O26;;;
116394005;ETEC;ETEC;Enterotoxigenic Escherichia coli (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: ETEC, Escherichia coli -> ETEC;;;
409800005;Extended spectrum beta-lactamase producing Escherichia coli;Extended spectrum beta-lactamase producing Escherichia coli;Extended spectrum beta-lactamase producing Escherichia coli (organism);;;22.12.2020;30.11.2021;;TA;0;Versioonis 2 lisatud, asendab kehtetuks tunnistatud väärtust koodiga 2471532017. Versioonis 4 tunnistatud kehtetuks.;;;
112450003;Fasciola hepatica;Fasciola hepatica;Fasciola hepatica (organism);;;01.01.2013;;;TA;1;;;;
113756004;Francisella philomiragia;Francisella philomiragia;Francisella philomiragia (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud;;;
51526001;Francisella tularensis;Francisella tularensis;Francisella tularensis (organism);;;01.01.2013;;;TA;1;;;;
78181009;Giardia lamblia;Giardia lamblia;Giardia lamblia (organism);;;01.01.2013;;;TA;1;;;;
311506003;Guanarito viirus;Guanarito viirus;Guanarito virus (organism);;;01.01.2013;;;TA;1;;;;
44470000;Haemophilus influenzae;Haemophilus influenzae;Haemophilus influenzae (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud;;;
103442008;Haemophilus influenzae serotüüp b;Haemophilus influenzae serotüüp b;Haemophilus influenzae type b (organism);;;01.01.2013;;;TA;1;;;;
52779006;Hantaan viirus;Hantaan viirus;Hantaan virus (organism);;;01.01.2013;;;TA;1;;;;
49445003;Hantaviirus;Hantaviirus;Genus Hantavirus (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud;;;
74311004;Hymenolepis nana;Hymenolepis nana;Hymenolepis nana (organism);;;01.01.2013;;;TA;1;;;;
74871001;Inimese adenoviirus;Inimese adenoviirus;Human adenovirus (organism);;;01.01.2013;;;TA;1;;;;
39164004;Inimese echoviirus;Inimese echoviirus;Human echovirus (organism);;;01.01.2013;;;TA;1;;;;
36204005;Inimese echoviirus tüüp 1;Inimese echoviirus tüüp 1;Human echovirus 1 (organism);;;01.01.2013;;;TA;1;;;;
37870004;Inimese echoviirus tüüp 11;Inimese echoviirus tüüp 11;Human echovirus 11 (organism);;;01.01.2013;;;TA;1;;;;
58657002;Inimese echoviirus tüüp 12;Inimese echoviirus tüüp 12;Human echovirus 12 (organism);;;01.01.2013;;;TA;1;;;;
15652005;Inimese echoviirus tüüp 13;Inimese echoviirus tüüp 13;Human echovirus 13 (organism);;;01.01.2013;;;TA;1;;;;
74305002;Inimese echoviirus tüüp 14;Inimese echoviirus tüüp 14;Human echovirus 14 (organism);;;01.01.2013;;;TA;1;;;;
50346001;Inimese echoviirus tüüp 15;Inimese echoviirus tüüp 15;Human echovirus 15 (organism);;;01.01.2013;;;TA;1;;;;
70855006;Inimese echoviirus tüüp 16;Inimese echoviirus tüüp 16;Human echovirus 16 (organism);;;01.01.2013;;;TA;1;;;;
21813007;Inimese echoviirus tüüp 17;Inimese echoviirus tüüp 17;Human echovirus 17 (organism);;;01.01.2013;;;TA;1;;;;
19319001;Inimese echoviirus tüüp 18;Inimese echoviirus tüüp 18;Human echovirus 18 (organism);;;01.01.2013;;;TA;1;;;;
82519006;Inimese echoviirus tüüp 19;Inimese echoviirus tüüp 19;Human echovirus 19 (organism);;;01.01.2013;;;TA;1;;;;
21206001;Inimese echoviirus tüüp 2;Inimese echoviirus tüüp 2;Human echovirus 2 (organism);;;01.01.2013;;;TA;1;;;;
74533001;Inimese echoviirus tüüp 20;Inimese echoviirus tüüp 20;Human echovirus 20 (organism);;;01.01.2013;;;TA;1;;;;
12842000;Inimese echoviirus tüüp 21;Inimese echoviirus tüüp 21;Human echovirus 21 (organism);;;01.01.2013;;;TA;1;;;;
38419004;Inimese echoviirus tüüp 22;Inimese echoviirus tüüp 22;Inimese echoviirus tüüp 22;;;01.01.2013;22.12.2020;;TA;0;Versioonis 2 tunnistatud kehtetuks, seda asendab väärtus koodiga 716254000;;;
716254000;Inimese echoviirus tüüp 22;Inimese echoviirus tüüp 22;Human echovirus 22 (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud, asendab kehtetuks tunnistatud väärtust koodiga 35165009;;;
18582009;Inimese echoviirus tüüp 23;Inimese echoviirus tüüp 23;Inimese echoviirus tüüp 23;;;01.01.2013;22.12.2020;;TA;0;Versioonis 2 tunnistatud kehtetuks, seda asendab väärtus koodiga 716255004;;;
716255004;Inimese echoviirus tüüp 23;Inimese echoviirus tüüp 23;Human echovirus 23 (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud, asendab kehtetuks tunnistatud väärtust koodiga 18582009;;;
7746003;Inimese echoviirus tüüp 24;Inimese echoviirus tüüp 24;Human echovirus 24 (organism);;;01.01.2013;;;TA;1;;;;
75565006;Inimese echoviirus tüüp 25;Inimese echoviirus tüüp 25;Human echovirus 25 (organism);;;01.01.2013;;;TA;1;;;;
91072000;Inimese echoviirus tüüp 26;Inimese echoviirus tüüp 26;Human echovirus 26 (organism);;;01.01.2013;;;TA;1;;;;
34632007;Inimese echoviirus tüüp 27;Inimese echoviirus tüüp 27;Human echovirus 27 (organism);;;01.01.2013;;;TA;1;;;;
30154001;Inimese echoviirus tüüp 29;Inimese echoviirus tüüp 29;Human echovirus 29 (organism);;;01.01.2013;;;TA;1;;;;
43794009;Inimese echoviirus tüüp 3;Inimese echoviirus tüüp 3;Human echovirus 3 (organism);;;01.01.2013;;;TA;1;;;;
31183009;Inimese echoviirus tüüp 30;Inimese echoviirus tüüp 30;Human echovirus 30 (organism);;;01.01.2013;;;TA;1;;;;
17833003;Inimese echoviirus tüüp 31;Inimese echoviirus tüüp 31;Human echovirus 31 (organism);;;01.01.2013;;;TA;1;;;;
59056002;Inimese echoviirus tüüp 32;Inimese echoviirus tüüp 32;Human echovirus 32 (organism);;;01.01.2013;;;TA;1;;;;
79968007;Inimese echoviirus tüüp 33;Inimese echoviirus tüüp 33;Human echovirus 33 (organism);;;01.01.2013;;;TA;1;;;;
60066004;Inimese echoviirus tüüp 34;Inimese echoviirus tüüp 34;Human echovirus 34 (organism);;;01.01.2013;;;TA;1;;;;
427004;Inimese echoviirus tüüp 4;Inimese echoviirus tüüp 4;Human echovirus 4 (organism);;;01.01.2013;;;TA;1;;;;
16815003;Inimese echoviirus tüüp 5;Inimese echoviirus tüüp 5;Human echovirus 5 (organism);;;01.01.2013;;;TA;1;;;;
4433000;Inimese echoviirus tüüp 6;Inimese echoviirus tüüp 6;Human echovirus 6 (organism);;;01.01.2013;;;TA;1;;;;
46506009;Inimese echoviirus tüüp 7;Inimese echoviirus tüüp 7;Human echovirus 7 (organism);;;01.01.2013;;;TA;1;;;;
53038008;Inimese echoviirus tüüp 8;Inimese echoviirus tüüp 8;Human echovirus 8 (organism);;;01.01.2013;;;TA;1;;;;
66619009;Inimese echoviirus tüüp 9;Inimese echoviirus tüüp 9;Human echovirus 9 (organism);;;01.01.2013;;;TA;1;;;;
103528003;Inimese herpesviirus 6;Inimese herpesviirus 6;Human herpesvirus 6 (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud;;;
19030005;Inimese immuunpuudulikkuse viirus;Inimese immuunpuudulikkuse viirus;Human immunodeficiency virus (organism);;;01.01.2013;;;TA;1;;;;
89293008;Inimese immuunpuudulikkuse viiruse tüüp 1;Inimese immuunpuudulikkuse viiruse tüüp 1;Human immunodeficiency virus type I (organism);;;01.01.2013;;;TA;1;;;;
36115006;Inimese immuunpuudulikkuse viiruse tüüp 2;Inimese immuunpuudulikkuse viiruse tüüp 2;Human immunodeficiency virus type 2 (organism);;;01.01.2013;;;TA;1;;;;
9482002;Inimese papilloomiviirus;Inimese papilloomiviirus;Human papillomavirus (organism);;;01.01.2013;;;TA;1;;;;
115326008;Inimese papilloomiviiruse tüüp 16;Inimese papilloomiviiruse tüüp 16;Human papillomavirus, type 16 (organism);;;01.01.2013;;;TA;1;;;;
115327004;Inimese papilloomiviiruse tüüp 18;Inimese papilloomiviiruse tüüp 18;Human papillomavirus, type 18 (organism);;;01.01.2013;;;TA;1;;;;
50013004;Inimese papilloomiviiruse tüüp 2;Inimese papilloomiviiruse tüüp 2;Human papillomavirus type 2 (organism);;;01.01.2013;;;TA;1;;;;
83680001;Inimese papilloomiviiruse tüüp 3;Inimese papilloomiviiruse tüüp 3;Human papillomavirus type 3 (organism);;;01.01.2013;;;TA;1;;;;
63235003;Inimese papilloomiviiruse tüüp 4;Inimese papilloomiviiruse tüüp 4;Human papillomavirus type 4 (organism);;;01.01.2013;;;TA;1;;;;
12500009;Inimese papilloomiviiruse tüüp 5;Inimese papilloomiviiruse tüüp 5;Human papillomavirus type 5 (organism);;;01.01.2013;;;TA;1;;;;
21811009;Inimese papilloomiviiruse tüüp 6;Inimese papilloomiviiruse tüüp 6;Human papillomavirus type 6 (organism);;;01.01.2013;;;TA;1;;;;
30225003;Inimese papilloomiviiruse tüüp 7;Inimese papilloomiviiruse tüüp 7;Human papillomavirus type 7 (organism);;;01.01.2013;;;TA;1;;;;
17938006;Inimese papilloomiviiruse tüüp 8;Inimese papilloomiviiruse tüüp 8;Human papillomavirus type 8 (organism);;;01.01.2013;;;TA;1;;;;
67501004;Inimese papilloomiviiruse tüüp 9;Inimese papilloomiviiruse tüüp 9;Human papillomavirus type 9 (organism);;;01.01.2013;;;TA;1;;;;
26352009;Junini viirus;Junini viirus;Junin virus (organism);;;01.01.2013;;;TA;1;;;;
446870005;Karbapeneemresistentne Klebsiella pneumoniae;Karbapeneemresistentne Klebsiella pneumoniae;Carbapenem resistant Klebsiella pneumoniae (organism);;;01.01.2013;;;TA;1;;;;
81370003;Kesk-Euroopa puukentsefaliidi viirus;Kesk-Euroopa puukentsefaliidi viirus;European tick-borne encephalitis virus (organism);;;01.01.2013;;;TA;1;;;;
62592009;Klebsiella aerogenes;Klebsiella aerogenes;Klebsiella aerogenes (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud, asendab kehtetuks tunnistatud väärtust koodiga 114459001;;;
243299003;Klebsiella aerogenes biovar pneumoniae;Klebsiella aerogenes biovar pneumoniae;Klebsiella aerogenes biovar pneumoniae (organism);;;01.01.2013;22.12.2020;;TA;0;Versioonis 2 muudetud kehtetuks.;;;
417443008;Klebsiella granulomatis;Klebsiella granulomatis;Klebsiella granulomatis (organism);;;01.01.2013;;;TA;1;;;;
114458009;Klebsiella grupp 47;Klebsiella grupp 47;Klebsiella group 47 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 nimetus tõlgitud eesti keelde;;;
114459001;Klebsiella mobilis;Klebsiella mobilis;Klebsiella mobilis;;;01.01.2013;22.12.2020;;TA;0;Versioonis 2 tunnistatud kehtetuks, seda asendab väärtus koodiga 62592009;;;
40886007;Klebsiella oxytoca;Klebsiella oxytoca;Klebsiella oxytoca (organism);;;01.01.2013;;;TA;1;;;;
56415008;Klebsiella pneumoniae;Klebsiella pneumoniae;Klebsiella pneumoniae (organism);;;01.01.2013;;;TA;1;;;;
65186004;Klebsiella pneumoniae ssp ozaenae;Klebsiella pneumoniae ssp ozaenae;Klebsiella pneumoniae ss. ozaenae (organism);;;01.01.2013;;;TA;1;;;;
18400002;Klebsiella pneumoniae ssp pneumoniae;Klebsiella pneumoniae ssp pneumoniae;Klebsiella pneumoniae ss. pneumoniae (organism);;;01.01.2013;;;TA;1;;;;
17688001;Klebsiella pneumoniae ssp rhinoscleromatis;Klebsiella pneumoniae ssp rhinoscleromatis;Klebsiella pneumoniae ss. rhinoscleromatis (organism);;;01.01.2013;;;TA;1;;;;
433047006;Klebsiella singaporensis;Klebsiella singaporensis;Klebsiella singaporensis (organism);;;01.01.2013;;;TA;1;;;;
75032006;Klebsiella sp;Klebsiella sp;Genus Klebsiella (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Klebsiella -> Klebsiella sp;;;
431976004;Klebsiella variicola;Klebsiella variicola;Klebsiella variicola (organism);;;01.01.2013;;;TA;1;;;;
431977008;Kluyvera intermedia;Kluyvera intermedia;Kluyvera intermedia (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud, asendab kehtetuks tunnistatud väärtust koodiga 35165009;;;
116197008;Koagulaasnegatiivsed stafülokokid;Koagulaasnegatiivsed stafülokokid;Staphylococcus, coagulase negative (organism);;;01.01.2013;;;TA;1;;;;
127535004;Koagulaaspositiivsed stafülokokid;Koagulaaspositiivsed stafülokokid;Staphylococcus, coagulase positive (organism);;;01.01.2013;;;TA;1;;;;
26630006;Kollapalaviku viirus;Kollapalaviku viirus;Yellow fever virus (organism);;;01.01.2013;;;TA;1;;;;
34212000;Kolorado puugipalaviku viirus;Kolorado puugipalaviku viirus;Colorado tick fever virus (organism);;;01.01.2013;;;TA;1;;;;
416229008;Kosakonia cowanii;Kosakonia cowanii;Kosakonia cowanii (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Enterobacter cowanii -> Kosakonia cowanii;;;
79875007;Krimmi-Kongo hemorraagilise palaviku viirus;Krimmi-Kongo hemorraagilise palaviku viirus;Crimean-Congo hemorrhagic fever virus (organism);;;01.01.2013;;;TA;1;;;;
32137001;Kyasanuri metsahaiguse viirus;Kyasanuri metsahaiguse viirus;Kyasanur Forest disease virus (organism);;;01.01.2013;;;TA;1;;;;
85944001;Lassa viirus;Lassa viirus;Lassa virus (organism);;;01.01.2013;;;TA;1;;;;
52584002;Leetriviirus;Leetriviirus;Measles morbillivirus (organism);;;01.01.2013;;;TA;1;;;;
80897008;Legionella pneumophila;Legionella pneumophila;Legionella pneumophila (organism);;;01.01.2013;;;TA;1;;;;
103456005;Legionella pneumophila ssp fraseri;Legionella pneumophila ssp fraseri;Legionella pneumophila ss. fraseri (organism);;;01.01.2013;;;TA;1;;;;
103457001;Legionella pneumophila ssp pascullei;Legionella pneumophila ssp pascullei;Legionella pneumophila ss. pascullei (organism);;;01.01.2013;;;TA;1;;;;
103458006;Legionella pneumophila ssp pneumophila;Legionella pneumophila ssp pneumophila;Legionella pneumophila ss. pneumophila (organism);;;01.01.2013;;;TA;1;;;;
7527002;Legionella sp;Legionella sp;Genus Legionella (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud, asendab kehtetuks tunnistatud väärtust koodiga 115514004;;;
115514004;Legionella spp.;Legionella spp.;Legionella spp.;;;01.01.2013;22.12.2020;;TA;0;Versioonis 2 tunnistatud kehtetuks, seda asendab väärtus koodiga 7527002;;;
84221003;Lelliottia amnigena;Lelliottia amnigena;Enterobacter amnigenus (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Enterobacter amnigenus -> Lelliottia amnigena;;;
29511003;Lelliottia nimipressuralis;Lelliottia nimipressuralis;Lelliottia nimipressuralis (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Enterobacter nimipressuralis -> Lelliottia nimipressuralis;;;
113809009;Leptospira borgpetersenii;Leptospira borgpetersenii;Leptospira borgpetersenii (organism);;;01.01.2013;;;TA;1;;;;
370579003;Leptospira bratislava;Leptospira bratislava;Leptospira bratislava (organism);;;01.01.2013;;;TA;1;;;;
113810004;Leptospira inadai;Leptospira inadai;Leptospira inadai (organism);;;01.01.2013;;;TA;1;;;;
116401006;Leptospira interrogans;Leptospira interrogans;Leptospira interrogans (organism);;;01.01.2013;;;TA;1;;;;
26870001;Leptospira interrogans, serogrupp Bataviae;Leptospira interrogans, serogrupp Bataviae;Leptospira interrogans, serogroup Bataviae (organism);;;01.01.2013;;;TA;1;;;;
54933006;Leptospira interrogans, serogrupp Canicola;Leptospira interrogans, serogrupp Canicola;Leptospira interrogans, serogroup Canicola (organism);;;01.01.2013;;;TA;1;;;;
26615002;Leptospira interrogans, serogrupp Grippotyphosa;Leptospira interrogans, serogrupp Grippotyphosa;Leptospira interrogans, serogroup Grippotyphosa (organism);;;01.01.2013;;;TA;1;;;;
33525000;Leptospira interrogans, serogrupp Hebdomadis;Leptospira interrogans, serogrupp Hebdomadis;Leptospira interrogans, serogroup Hebdomadis (organism);;;01.01.2013;;;TA;1;;;;
19251003;Leptospira interrogans, serogrupp Icterohemorrhagiae;Leptospira interrogans, serogrupp Icterohemorrhagiae;Leptospira interrogans, serogroup Icterohemorrhagiae (organism);;;01.01.2013;;;TA;1;;;;
83247003;Leptospira interrogans, serogrupp panama;Leptospira interrogans, serogrupp panama;Leptospira interrogans, serogroup panama (organism);;;01.01.2013;;;TA;1;;;;
47840007;Leptospira interrogans, serogrupp Pomona;Leptospira interrogans, serogrupp Pomona;Leptospira interrogans, serogroup Pomona (organism);;;01.01.2013;;;TA;1;;;;
83409006;Leptospira interrogans, serogrupp Pyrogenes;Leptospira interrogans, serogrupp Pyrogenes;Leptospira interrogans, serogroup Pyrogenes (organism);;;01.01.2013;;;TA;1;;;;
113811000;Leptospira kirschneri;Leptospira kirschneri;Leptospira kirschneri (organism);;;01.01.2013;;;TA;1;;;;
113813002;Leptospira noguchii;Leptospira noguchii;Leptospira noguchii (organism);;;01.01.2013;;;TA;1;;;;
113815009;Leptospira santarosai;Leptospira santarosai;Leptospira santarosai (organism);;;01.01.2013;;;TA;1;;;;
26764003;Leptospira sp;Leptospira sp;Genus Leptospira (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud, asendab kehtetuks tunnistatud väärtust koodiga 116200009;;;
116200009;Leptospira spp.;Leptospira spp.;Leptospira spp.;;;01.01.2013;22.12.2020;;TA;0;Versioonis 2 tunnistatud kehtetuks, seda asendab väärtus koodiga 26764003;;;
113816005;Leptospira weilii;Leptospira weilii;Leptospira weilii (organism);;;01.01.2013;;;TA;1;;;;
15302007;Lihtherpesviirus tüüp 1;Lihtherpesviirus tüüp 1;Human herpes simplex virus type 1 (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud;;;
13687007;Lihtherpesviirus tüüp 2;Lihtherpesviirus tüüp 2;Human herpes simplex virus type 2 (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud;;;
39982002;Liivakärbse palaviku Napoli viirus;Liivakärbse palaviku Napoli viirus;Sandfly fever Naples virus (organism);;;01.01.2013;;;TA;1;;;;
407475003;Liivakärbse palaviku Sitsiilia viirus;Liivakärbse palaviku Sitsiilia viirus;Sandfly fever Sicilian virus (organism);;;01.01.2013;;;TA;1;;;;
36094007;Listeria monocytogenes;Listeria monocytogenes;Listeria monocytogenes (organism);;;01.01.2013;;;TA;1;;;;
57311007;Lääne-Niiluse viirus;Lääne-Niiluse viirus;West Nile virus (organism);;;01.01.2013;;;TA;1;;;;
71489006;Machupo viirus;Machupo viirus;Machupo virus (organism);;;01.01.2013;;;TA;1;;;;
424421007;Marburgi viirus;Marburgi viirus;Genus Marburgvirus (organism);;;01.01.2013;;;TA;1;;;;
443401009;Mittetoksiline Corynebacterium diphtheriae;Mittetoksiline Corynebacterium diphtheriae;Nontoxigenic Corynebacterium diphtheriae (organism);;;01.01.2013;;;TA;1;;;;
243301005;Morganella morganii;Morganella morganii;Morganella morganii (organism);;;01.01.2013;;;TA;1;;;;
243302003;Morganella morganii ssp morganii;Morganella morganii ssp morganii;Morganella morganii subsp morganii (organism);;;01.01.2013;;;TA;1;;;;
243303008;Morganella morganii ssp sibonii;Morganella morganii ssp sibonii;Morganella morganii subsp sibonii (organism);;;01.01.2013;;;TA;1;;;;
114460006;Morganella morganii, biogrupp 1;Morganella morganii, biogrupp 1;Morganella morganii, biogroup 1 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 nimetus tõlgitud eesti keelde;;;
50713005;Morganella sp;Morganella sp;Genus Morganella (organism);;;22.12.2020;;;TA;1;Asendab kehtetuks tunnistatud väärtust koodiga 372316007;;;
372316007;Morganella sp.;Morganella sp.;Morganella sp.;;;01.01.2013;22.12.2020;;TA;0;Versioonis 2 tunnistatud kehtetuks, seda asendab väärtus koodiga 50713005;;;
50384007;Mumpsiviirus;Mumpsiviirus;Mumps virus (organism);;;01.01.2013;;;TA;1;;;;
27142009;Mycobacterium bovis;Mycobacterium bovis;Mycobacterium bovis (organism);;;01.01.2013;;;TA;1;;;;
58242002;Mycobacterium leprae;Mycobacterium leprae;Mycobacterium leprae (organism);;;01.01.2013;;;TA;1;;;;
243368001;Mycobacterium sp;Mycobacterium sp;Genus Mycobacterium (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud, asendab kehtetuks tunnistatud väärtust koodiga 131339006;;;
131339006;Mycobacterium species;Mycobacterium species;Mycobacterium species;;;01.01.2013;22.12.2020;;TA;0;Versioonis 2 tunnistatud kehtetuks, seda asendab väärtus koodiga 243368001;;;
58720004;Mycoplasma pneumoniae;Mycoplasma pneumoniae;Mycoplasma pneumoniae (organism);;;01.01.2013;;;TA;1;;;;
68704007;Neisseria gonorrhoeae;Neisseria gonorrhoeae;Neisseria gonorrhoeae (organism);;;01.01.2013;;;TA;1;;;;
17872004;Neisseria meningitidis;Neisseria meningitidis;Neisseria meningitidis (organism);;;01.01.2013;;;TA;1;;;;
103479006;Neisseria meningitidis serogrupp A;Neisseria meningitidis serogrupp A;Neisseria meningitidis serogroup A (organism);;;01.01.2013;;;TA;1;;;;
103480009;Neisseria meningitidis serogrupp B;Neisseria meningitidis serogrupp B;Neisseria meningitidis serogroup B (organism);;;01.01.2013;;;TA;1;;;;
103481008;Neisseria meningitidis serogrupp C;Neisseria meningitidis serogrupp C;Neisseria meningitidis serogroup C (organism);;;01.01.2013;;;TA;1;;;;
443023002;Neisseria meningitidis serogrupp D;Neisseria meningitidis serogrupp D;Neisseria meningitidis serogroup D (organism);;;01.01.2013;22.12.2020;;TA;0;Versioonis 2 muudetud kehtetuks.;;;
125042005;Neisseria meningitidis serogrupp Z;Neisseria meningitidis serogrupp Z;Neisseria meningitidis serogroup Z (organism);;;01.01.2013;;;TA;1;;;;
103483006;Neisseria meningitidis serogrupp W135;Neisseria meningitidis serogrupp W135;Neisseria meningitidis serogroup W135 (organism);;;01.01.2013;;;TA;1;;;;
125041003;Neisseria meningitidis serogrupp X;Neisseria meningitidis serogrupp X;Neisseria meningitidis serogroup X (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Neisseria meningitidis, muu serogrupp -> Neisseria meningitidis serogrupp X;;;
103482001;Neisseria meningitidis serogrupp Y;Neisseria meningitidis serogrupp Y;Neisseria meningitidis serogroup Y (organism);;;01.01.2013;;;TA;1;;;;
414810006;Neisseria meningitidis, mitte-serogrupeeritav;Neisseria meningitidis, mitte-serogrupeeritav;Neisseria meningitidis non-groupable (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Neisseria meningitidis, mitte-tüpiseeritav -> Neisseria meningitidis, mitte-serogrupeeritav;;;
59083001;Neisseria sp;Neisseria sp;Genus Neisseria (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud, asendab kehtetuks tunnistatud väärtust koodiga 131340008;;;
131340008;Neisseria spp.;Neisseria spp.;Neisseria spp.;;;01.01.2013;22.12.2020;;TA;0;Versioonis 2 tunnistatud kehtetuks, seda asendab väärtus koodiga 59083001;;;
10514003;Norwalki viirus;Norwalki viirus;Norwalk virus (organism);;;01.01.2013;;;TA;1;;;;
51439004;Omski hemorraagilise palaviku viirus;Omski hemorraagilise palaviku viirus;Omsk hemorrhagic fever virus (organism);;;01.01.2013;;;TA;1;;;;
8905000;O'nyong-nyongi viirus;O'nyong-nyongi viirus;O'nyong-nyong virus (organism);;;01.01.2013;;;TA;1;;;;
33660003;Oropouche viirus;Oropouche viirus;Oropouche virus (organism);;;01.01.2013;;;TA;1;;;;
407498006;Paragripiviirus;Paragripiviirus;Human parainfluenza viruses (organism);;;01.01.2013;;;TA;1;;;;
11970002;Parvoviirus;Parvoviirus;Genus Parvovirus (organism);;;01.01.2013;;;TA;1;;;;
30020004;Plasmodium falciparum;Plasmodium falciparum;Plasmodium falciparum (organism);;;01.01.2013;;;TA;1;;;;
56395006;Plasmodium malariae;Plasmodium malariae;Plasmodium malariae (organism);;;01.01.2013;;;TA;1;;;;
18508006;Plasmodium ovale;Plasmodium ovale;Plasmodium ovale (organism);;;01.01.2013;;;TA;1;;;;
34706006;Plasmodium sp;Plasmodium sp;Plasmodium (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud, asendab kehtetuks tunnistatud väärtust koodiga 372332005;;;
372332005;Plasmodium species;Plasmodium species;Plasmodium species;;;01.01.2013;22.12.2020;;TA;0;Versioonis 2 tunnistatud kehtetuks, seda asendab väärtus koodiga 34706006;;;
74746009;Plasmodium vivax;Plasmodium vivax;Plasmodium vivax (organism);;;01.01.2013;;;TA;1;;;;
38643006;Plesiomonas shigelloides;Plesiomonas shigelloides;Plesiomonas shigelloides (organism);;;01.01.2013;;;TA;1;;;;
716346000;Pluralibacter gergoviae;Pluralibacter gergoviae;Pluralibacter gergoviae (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud, asendab kehtetuks tunnistatud väärtust koodiga 5381002;;;
44172002;Polioviirus;Polioviirus;Human poliovirus (organism);;;01.01.2013;;;TA;1;;;;
22580008;Polioviirus tüüp 1;Polioviirus tüüp 1;Human poliovirus 1 (organism);;;01.01.2013;;;TA;1;;;;
55174004;Polioviirus tüüp 2;Polioviirus tüüp 2;Human poliovirus 2 (organism);;;01.01.2013;;;TA;1;;;;
16362001;Polioviirus tüüp 3;Polioviirus tüüp 3;Human poliovirus 3 (organism);;;01.01.2013;;;TA;1;;;;
417592004;Proteus hauseri;Proteus hauseri;Proteus hauseri (organism);;;01.01.2013;;;TA;1;;;;
114461005;Proteus inconstans;Proteus inconstans;Proteus inconstans (organism);;;01.01.2013;;;TA;1;;;;
73457008;Proteus mirabilis;Proteus mirabilis;Proteus mirabilis (organism);;;01.01.2013;;;TA;1;;;;
45298005;Proteus penneri;Proteus penneri;Proteus penneri (organism);;;01.01.2013;;;TA;1;;;;
50517009;Proteus sp;Proteus sp;Genus Proteus (organism);;;22.12.2020;;;TA;1;Asendab kehtetuks tunnistatud väärtust koodiga 131275005;;;
131275005;Proteus spp.;Proteus spp.;Proteus spp.;;;01.01.2013;22.12.2020;;TA;0;Versioonis 2 tunnistatud kehtetuks, seda asendab väärtus koodiga 50517009;;;
45834001;Proteus vulgaris;Proteus vulgaris;Proteus vulgaris (organism);;;01.01.2013;;;TA;1;;;;
