Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus;;;
34051000;Salmonella Sandow;Salmonella Sandow;Salmonella Sandow (organism);;;01.01.2013;;;TA;1;;;;
70940001;Salmonella Sanjuan;Salmonella Sanjuan;Salmonella Sanjuan (organism);;;01.01.2013;;;TA;1;;;;
36077005;Salmonella Sarajane;Salmonella Sarajane;Salmonella Sarajane (organism);;;01.01.2013;;;TA;1;;;;
45651006;Salmonella Schwarzengrund;Salmonella Schwarzengrund;Salmonella Schwarzengrund (organism);;;01.01.2013;;;TA;1;;;;
3837003;Salmonella Sendai;Salmonella Sendai;Salmonella Sendai (organism);;;01.01.2013;;;TA;1;;;;
18163008;Salmonella Senftenberg;Salmonella Senftenberg;Salmonella Senftenberg (organism);;;01.01.2013;;;TA;1;;;;
116049009;Salmonella serotüüp B, 5:-:1,2;Salmonella serotüüp B, 5:-:1,2;Salmonella serotype B, 5:-:1,2 (organism);;;01.01.2013;;;TA;1;;;;
42648005;Salmonella Shubra;Salmonella Shubra;Salmonella Shubra (organism);;;01.01.2013;;;TA;1;;;;
27268008;Salmonella sp;Salmonella sp;Genus Salmonella (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud, asendab kehtetuks tunnistatud väärtust koodiga 372342007;;;
372342007;Salmonella spp.;Salmonella spp.;Salmonella spp.;;;01.01.2013;22.12.2020;;TA;0;Versioonis 2 tunnistatud kehtetuks, seda asendab väärtus koodiga 27268008;;;
88091007;Salmonella Stanley;Salmonella Stanley;Salmonella Stanley (organism);;;01.01.2013;;;TA;1;;;;
47441000;Salmonella Stanleyville;Salmonella Stanleyville;Salmonella Stanleyville (organism);;;01.01.2013;;;TA;1;;;;
86311006;Salmonella Stendal;Salmonella Stendal;Salmonella Stendal (organism);;;01.01.2013;;;TA;1;;;;
417653002;Salmonella subterranea;Salmonella subterranea;Salmonella subterranea (organism);;;01.01.2013;;;TA;1;;;;
29090008;Salmonella Zanzibar;Salmonella Zanzibar;Salmonella Zanzibar (organism);;;01.01.2013;;;TA;1;;;;
36510009;Salmonella Teddington;Salmonella Teddington;Salmonella Teddington (organism);;;01.01.2013;;;TA;1;;;;
79153007;Salmonella Tennessee;Salmonella Tennessee;Salmonella Tennessee (organism);;;01.01.2013;;;TA;1;;;;
34464008;Salmonella Texas;Salmonella Texas;Salmonella Texas (organism);;;01.01.2013;;;TA;1;;;;
4361005;Salmonella Thompson;Salmonella Thompson;Salmonella Thompson (organism);;;01.01.2013;;;TA;1;;;;
10248003;Salmonella Travis;Salmonella Travis;Salmonella Travis (organism);;;01.01.2013;;;TA;1;;;;
41227004;Salmonella Tshiongwe;Salmonella Tshiongwe;Salmonella Tshiongwe (organism);;;01.01.2013;;;TA;1;;;;
5595000;Salmonella Typhi;Salmonella Typhi;Salmonella Typhi (organism);;;01.01.2013;;;TA;1;;;;
50136005;Salmonella Typhimurium;Salmonella Typhimurium;Salmonella Typhimurium (organism);;;01.01.2013;;;TA;1;;;;
370578006;Salmonella Typhimurium var. Copenhagen;Salmonella Typhimurium var. Copenhagen;Salmonella Typhimurium var. Copenhagen (organism);;;01.01.2013;;;TA;1;;;;
52730003;Salmonella Typhisuis;Salmonella Typhisuis;Salmonella Typhisuis (organism);;;01.01.2013;;;TA;1;;;;
9479007;Salmonella Wandsworth;Salmonella Wandsworth;Salmonella Wandsworth (organism);;;01.01.2013;;;TA;1;;;;
34473000;Salmonella Wangata;Salmonella Wangata;Salmonella Wangata (organism);;;01.01.2013;;;TA;1;;;;
39215001;Salmonella Vejle;Salmonella Vejle;Salmonella Vejle (organism);;;01.01.2013;;;TA;1;;;;
91661006;Salmonella Weltevreden;Salmonella Weltevreden;Salmonella Weltevreden (organism);;;01.01.2013;;;TA;1;;;;
62099009;Salmonella Westhampton;Salmonella Westhampton;Salmonella Westhampton (organism);;;01.01.2013;;;TA;1;;;;
70223004;Salmonella Weybridge;Salmonella Weybridge;Salmonella Weybridge (organism);;;01.01.2013;;;TA;1;;;;
75676000;Salmonella Wippra;Salmonella Wippra;Salmonella Wippra (organism);;;01.01.2013;;;TA;1;;;;
5929008;Salmonella Virchow;Salmonella Virchow;Salmonella Virchow (organism);;;01.01.2013;;;TA;1;;;;
112296008;Salmonella Virginia;Salmonella Virginia;Salmonella Virginia (organism);;;01.01.2013;;;TA;1;;;;
24666009;Salmonella Worthington;Salmonella Worthington;Salmonella Worthington (organism);;;01.01.2013;;;TA;1;;;;
423930002;Sapporo viirus;Sapporo viirus;Sapporo virus (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud;;;
840533007;SARS-CoV-2;SARS-CoV-2;Severe acute respiratory syndrome coronavirus 2 (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud;;;
55462008;Shigella boydii;Shigella boydii;Shigella boydii (organism);;;01.01.2013;;;TA;1;;;;
406488009;Shigella boydii 16;Shigella boydii 16;Shigella boydii 16 (organism);;;01.01.2013;;;TA;1;;;;
406489001;Shigella boydii 17;Shigella boydii 17;Shigella boydii 17 (organism);;;01.01.2013;;;TA;1;;;;
406490005;Shigella boydii 18;Shigella boydii 18;Shigella boydii 18 (organism);;;01.01.2013;;;TA;1;;;;
125022001;Shigella boydii, serovar 1;Shigella boydii, serovar 1;Shigella boydii, serovar 1 (organism);;;01.01.2013;;;TA;1;;;;
125031001;Shigella boydii, serovar 10;Shigella boydii, serovar 10;Shigella boydii, serovar 10 (organism);;;01.01.2013;;;TA;1;;;;
125032008;Shigella boydii, serovar 11;Shigella boydii, serovar 11;Shigella boydii, serovar 11 (organism);;;01.01.2013;;;TA;1;;;;
125033003;Shigella boydii, serovar 12;Shigella boydii, serovar 12;Shigella boydii, serovar 12 (organism);;;01.01.2013;;;TA;1;;;;
125034009;Shigella boydii, serovar 13;Shigella boydii, serovar 13;Shigella boydii, serovar 13 (organism);;;01.01.2013;;;TA;1;;;;
125035005;Shigella boydii, serovar 14;Shigella boydii, serovar 14;Shigella boydii, serovar 14 (organism);;;01.01.2013;;;TA;1;;;;
125036006;Shigella boydii, serovar 15;Shigella boydii, serovar 15;Shigella boydii, serovar 15 (organism);;;01.01.2013;;;TA;1;;;;
125023006;Shigella boydii, serovar 2;Shigella boydii, serovar 2;Shigella boydii, serovar 2 (organism);;;01.01.2013;;;TA;1;;;;
125024000;Shigella boydii, serovar 3;Shigella boydii, serovar 3;Shigella boydii, serovar 3 (organism);;;01.01.2013;;;TA;1;;;;
125025004;Shigella boydii, serovar 4;Shigella boydii, serovar 4;Shigella boydii, serovar 4 (organism);;;01.01.2013;;;TA;1;;;;
125026003;Shigella boydii, serovar 5;Shigella boydii, serovar 5;Shigella boydii, serovar 5 (organism);;;01.01.2013;;;TA;1;;;;
125027007;Shigella boydii, serovar 6;Shigella boydii, serovar 6;Shigella boydii, serovar 6 (organism);;;01.01.2013;;;TA;1;;;;
125028002;Shigella boydii, serovar 7;Shigella boydii, serovar 7;Shigella boydii, serovar 7 (organism);;;01.01.2013;;;TA;1;;;;
125029005;Shigella boydii, serovar 8;Shigella boydii, serovar 8;Shigella boydii, serovar 8 (organism);;;01.01.2013;;;TA;1;;;;
125030000;Shigella boydii, serovar 9;Shigella boydii, serovar 9;Shigella boydii, serovar 9 (organism);;;01.01.2013;;;TA;1;;;;
43612004;Shigella dysenteriae;Shigella dysenteriae;Shigella dysenteriae (organism);;;01.01.2013;;;TA;1;;;;
406494001;Shigella dysenteriae 11;Shigella dysenteriae 11;Shigella dysenteriae 11 (organism);;;01.01.2013;;;TA;1;;;;
406495000;Shigella dysenteriae 12;Shigella dysenteriae 12;Shigella dysenteriae 12 (organism);;;01.01.2013;;;TA;1;;;;
406496004;Shigella dysenteriae 13;Shigella dysenteriae 13;Shigella dysenteriae 13 (organism);;;01.01.2013;;;TA;1;;;;
406498003;Shigella dysenteriae 14;Shigella dysenteriae 14;Shigella dysenteriae 14 (organism);;;01.01.2013;;;TA;1;;;;
406497008;Shigella dysenteriae 15;Shigella dysenteriae 15;Shigella dysenteriae 15 (organism);;;01.01.2013;;;TA;1;;;;
124995002;Shigella dysenteriae, serovar 1;Shigella dysenteriae, serovar 1;Shigella dysenteriae, serovar 1 (organism);;;01.01.2013;;;TA;1;;;;
125004004;Shigella dysenteriae, serovar 10;Shigella dysenteriae, serovar 10;Shigella dysenteriae, serovar 10 (organism);;;01.01.2013;;;TA;1;;;;
124996001;Shigella dysenteriae, serovar 2;Shigella dysenteriae, serovar 2;Shigella dysenteriae, serovar 2 (organism);;;01.01.2013;;;TA;1;;;;
124997005;Shigella dysenteriae, serovar 3;Shigella dysenteriae, serovar 3;Shigella dysenteriae, serovar 3 (organism);;;01.01.2013;;;TA;1;;;;
124998000;Shigella dysenteriae, serovar 4;Shigella dysenteriae, serovar 4;Shigella dysenteriae, serovar 4 (organism);;;01.01.2013;;;TA;1;;;;
124999008;Shigella dysenteriae, serovar 5;Shigella dysenteriae, serovar 5;Shigella dysenteriae, serovar 5 (organism);;;01.01.2013;;;TA;1;;;;
125000008;Shigella dysenteriae, serovar 6;Shigella dysenteriae, serovar 6;Shigella dysenteriae, serovar 6 (organism);;;01.01.2013;;;TA;1;;;;
125001007;Shigella dysenteriae, serovar 7;Shigella dysenteriae, serovar 7;Shigella dysenteriae, serovar 7 (organism);;;01.01.2013;;;TA;1;;;;
125002000;Shigella dysenteriae, serovar 8;Shigella dysenteriae, serovar 8;Shigella dysenteriae, serovar 8 (organism);;;01.01.2013;;;TA;1;;;;
125003005;Shigella dysenteriae, serovar 9;Shigella dysenteriae, serovar 9;Shigella dysenteriae, serovar 9 (organism);;;01.01.2013;;;TA;1;;;;
85729005;Shigella flexneri;Shigella flexneri;Shigella flexneri (organism);;;01.01.2013;;;TA;1;;;;
406500002;Shigella flexneri 4c [IV:7,8];Shigella flexneri 4c [IV:7,8];Shigella flexneri 4c [IV:7,8] (organism);;;01.01.2013;;;TA;1;;;;
406501003;Shigella flexneri 5a [V:3,4];Shigella flexneri 5a [V:3,4];Shigella flexneri 5a [V:3,4] (organism);;;01.01.2013;;;TA;1;;;;
406502005;Shigella flexneri 5b [V:7,8];Shigella flexneri 5b [V:7,8];Shigella flexneri 5b [V:7,8] (organism);;;01.01.2013;;;TA;1;;;;
125005003;Shigella flexneri, serovar 1;Shigella flexneri, serovar 1;Shigella flexneri, serovar 1 (organism);;;01.01.2013;;;TA;1;;;;
125006002;Shigella flexneri, serovar 1a;Shigella flexneri, serovar 1a;Shigella flexneri, serovar 1a (organism);;;01.01.2013;;;TA;1;;;;
125007006;Shigella flexneri, serovar 1b;Shigella flexneri, serovar 1b;Shigella flexneri, serovar 1b (organism);;;01.01.2013;;;TA;1;;;;
125008001;Shigella flexneri, serovar 2;Shigella flexneri, serovar 2;Shigella flexneri, serovar 2 (organism);;;01.01.2013;;;TA;1;;;;
125009009;Shigella flexneri, serovar 2a;Shigella flexneri, serovar 2a;Shigella flexneri, serovar 2a (organism);;;01.01.2013;;;TA;1;;;;
125010004;Shigella flexneri, serovar 2b;Shigella flexneri, serovar 2b;Shigella flexneri, serovar 2b (organism);;;01.01.2013;;;TA;1;;;;
125011000;Shigella flexneri, serovar 3;Shigella flexneri, serovar 3;Shigella flexneri, serovar 3 (organism);;;01.01.2013;;;TA;1;;;;
125012007;Shigella flexneri, serovar 3a;Shigella flexneri, serovar 3a;Shigella flexneri, serovar 3a (organism);;;01.01.2013;;;TA;1;;;;
125013002;Shigella flexneri, serovar 3b;Shigella flexneri, serovar 3b;Shigella flexneri, serovar 3b (organism);;;01.01.2013;;;TA;1;;;;
125015009;Shigella flexneri, serovar 4;Shigella flexneri, serovar 4;Shigella flexneri, serovar 4 (organism);;;01.01.2013;;;TA;1;;;;
125016005;Shigella flexneri, serovar 4a;Shigella flexneri, serovar 4a;Shigella flexneri, serovar 4a (organism);;;01.01.2013;;;TA;1;;;;
125017001;Shigella flexneri, serovar 4b;Shigella flexneri, serovar 4b;Shigella flexneri, serovar 4b (organism);;;01.01.2013;;;TA;1;;;;
125018006;Shigella flexneri, serovar 5;Shigella flexneri, serovar 5;Shigella flexneri, serovar 5 (organism);;;01.01.2013;;;TA;1;;;;
125019003;Shigella flexneri, serovar 6;Shigella flexneri, serovar 6;Shigella flexneri, serovar 6 (organism);;;01.01.2013;;;TA;1;;;;
4298009;Shigella sonnei;Shigella sonnei;Shigella sonnei (organism);;;01.01.2013;;;TA;1;;;;
77352002;Shigella sp;Shigella sp;Genus Shigella (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud, asendab kehtetuks tunnistatud väärtust koodiga 116498009;;;
116498009;Shigella spp.;Shigella spp.;Shigella spp.;;;01.01.2013;22.12.2020;;TA;0;Versioonis 2 tunnistatud kehtetuks, seda asendab väärtus koodiga 77352002;;;
415526006;Siberi puukentsefaliidi viirus;Siberi puukentsefaliidi viirus;Siberian tick-borne encephalitis virus (organism);;;01.01.2013;;;TA;1;;;;
35439004;Souli viirus;Souli viirus;Seoul virus (organism);;;01.01.2013;;;TA;1;;;;
72465001;Staphylococcus arlettae;Staphylococcus arlettae;Staphylococcus arlettae (organism);;;01.01.2013;;;TA;1;;;;
3092008;Staphylococcus aureus;Staphylococcus aureus;Staphylococcus aureus (organism);;;01.01.2013;;;TA;1;;;;
113961008;Staphylococcus aureus ssp aureus;Staphylococcus aureus ssp aureus;Staphylococcus aureus ss aureus (organism);;;01.01.2013;;;TA;1;;;;
45654003;Staphylococcus auricularis;Staphylococcus auricularis;Staphylococcus auricularis (organism);;;01.01.2013;;;TA;1;;;;
40347003;Staphylococcus capitis;Staphylococcus capitis;Staphylococcus capitis (organism);;;01.01.2013;;;TA;1;;;;
113962001;Staphylococcus capitis ssp capitis;Staphylococcus capitis ssp capitis;Staphylococcus capitis ss capitis (organism);;;01.01.2013;;;TA;1;;;;
103492009;Staphylococcus capitis ssp urealyticus;Staphylococcus capitis ssp urealyticus;Staphylococcus capitis subspecies urealyticus (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Staphylococcus capitis ssp. ureolyticus -> Staphylococcus capitis ssp urealyticus;;;
76969000;Staphylococcus caprae;Staphylococcus caprae;Staphylococcus caprae (organism);;;01.01.2013;;;TA;1;;;;
9784002;Staphylococcus carnosus;Staphylococcus carnosus;Staphylococcus carnosus (organism);;;01.01.2013;;;TA;1;;;;
438905007;Staphylococcus carnosus ssp carnosus;Staphylococcus carnosus ssp carnosus;Staphylococcus carnosus subspecies carnosus (organism);;;01.01.2013;;;TA;1;;;;
56629004;Staphylococcus chromogenes;Staphylococcus chromogenes;Staphylococcus chromogenes (organism);;;01.01.2013;;;TA;1;;;;
66872005;Staphylococcus cohnii;Staphylococcus cohnii;Staphylococcus cohnii (organism);;;01.01.2013;;;TA;1;;;;
113963006;Staphylococcus cohnii ssp cohnii;Staphylococcus cohnii ssp cohnii;Staphylococcus cohnii ss cohnii (organism);;;01.01.2013;;;TA;1;;;;
103493004;Staphylococcus cohnii ssp urealyticus;Staphylococcus cohnii ssp urealyticus;Staphylococcus cohnii subspecies urealyticus (organism);;;01.01.2013;;;TA;1;;;;
60875001;Staphylococcus epidermidis;Staphylococcus epidermidis;Staphylococcus epidermidis (organism);;;01.01.2013;;;TA;1;;;;
28217008;Staphylococcus equorum;Staphylococcus equorum;Staphylococcus equorum (organism);;;01.01.2013;;;TA;1;;;;
8056006;Staphylococcus gallinarum;Staphylococcus gallinarum;Staphylococcus gallinarum (organism);;;01.01.2013;;;TA;1;;;;
83452006;Staphylococcus haemolyticus;Staphylococcus haemolyticus;Staphylococcus haemolyticus (organism);;;01.01.2013;;;TA;1;;;;
44827007;Staphylococcus hominis;Staphylococcus hominis;Staphylococcus hominis (organism);;;01.01.2013;;;TA;1;;;;
432505008;Staphylococcus hominis ssp hominis;Staphylococcus hominis ssp hominis;Staphylococcus hominis subspecies hominis (organism);;;01.01.2013;;;TA;1;;;;
438202004;Staphylococcus hominis ssp novobiosepticus;Staphylococcus hominis ssp novobiosepticus;Staphylococcus hominis subspecies novobiosepticus (organism);;;01.01.2013;;;TA;1;;;;
19683001;Staphylococcus hyicus;Staphylococcus hyicus;Staphylococcus hyicus (organism);;;01.01.2013;;;TA;1;;;;
34605002;Staphylococcus intermedius;Staphylococcus intermedius;Staphylococcus intermedius (organism);;;01.01.2013;;;TA;1;;;;
53227003;Staphylococcus kloosii;Staphylococcus kloosii;Staphylococcus kloosii (organism);;;01.01.2013;;;TA;1;;;;
40253001;Staphylococcus lentus;Staphylococcus lentus;Staphylococcus lentus (organism);;;01.01.2013;;;TA;1;;;;
103494005;Staphylococcus lugdunensis;Staphylococcus lugdunensis;Staphylococcus lugdunensis (organism);;;01.01.2013;;;TA;1;;;;
103495006;Staphylococcus pasteuri;Staphylococcus pasteuri;Staphylococcus pasteuri (organism);;;01.01.2013;;;TA;1;;;;
41103009;Staphylococcus saccharolyticus;Staphylococcus saccharolyticus;Staphylococcus saccharolyticus (organism);;;01.01.2013;;;TA;1;;;;
19743000;Staphylococcus saprophyticus;Staphylococcus saprophyticus;Staphylococcus saprophyticus (organism);;;01.01.2013;;;TA;1;;;;
131360000;Staphylococcus schleiferi;Staphylococcus schleiferi;Staphylococcus schleiferi (organism);;;01.01.2013;;;TA;1;;;;
113974002;Staphylococcus schleiferi ssp coagulans;Staphylococcus schleiferi ssp coagulans;Staphylococcus schleiferi subspecies coagulans (organism);;;01.01.2013;;;TA;1;;;;
103496007;Staphylococcus schleiferi ssp schleiferi;Staphylococcus schleiferi ssp schleiferi;Staphylococcus schleiferi subspecies schleiferi (organism);;;01.01.2013;;;TA;1;;;;
70806002;Staphylococcus sciuri;Staphylococcus sciuri;Staphylococcus sciuri (organism);;;01.01.2013;;;TA;1;;;;
113977009;Staphylococcus sciuri ssp sciuri;Staphylococcus sciuri ssp sciuri;Staphylococcus scuiri subspecies sciuri (organism);;;01.01.2013;;;TA;1;;;;
52122005;Staphylococcus simulans;Staphylococcus simulans;Staphylococcus simulans (organism);;;01.01.2013;;;TA;1;;;;
65119002;Staphylococcus sp;Staphylococcus sp;Genus Staphylococcus (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud, asendab kehtetuks tunnistatud väärtust koodiga 116499001;;;
116499001;Staphylococcus spp. (Koagulaasnegatiivsed stafülokokid);Staphylococcus spp. (Koagulaasnegatiivsed stafülokokid);Staphylococcus spp. (Koagulaasnegatiivsed stafülokokid);;;01.01.2013;22.12.2020;;TA;0;Versioonis 2 tunnistatud kehtetuks, seda asendab väärtus koodiga 65119002;;;
63550006;Staphylococcus warneri;Staphylococcus warneri;Staphylococcus warneri (organism);;;01.01.2013;;;TA;1;;;;
440569005;Staphylococcus vitulinus;Staphylococcus vitulinus;Staphylococcus vitulinus (organism);;;01.01.2013;;;TA;1;;;;
32737005;Staphylococcus xylosus;Staphylococcus xylosus;Staphylococcus xylosus (organism);;;01.01.2013;;;TA;1;;;;
43492007;Streptococcus agalactiae;Streptococcus agalactiae;Streptococcus agalactiae (organism);;;01.01.2013;;;TA;1;;;;
9861002;Streptococcus pneumoniae;Streptococcus pneumoniae;Streptococcus pneumoniae (organism);;;01.01.2013;;;TA;1;;;;
80166006;Streptococcus pyogenes;Streptococcus pyogenes;Streptococcus pyogenes (organism);;;01.01.2013;;;TA;1;;;;
58800005;Streptococcus sp;Streptococcus sp;Genus Streptococcus (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud, asendab kehtetuks tunnistatud väärtust koodiga 116501009;;;
116501009;Streptococcus spp. (Viridans grupp);Streptococcus spp. (Viridans grupp);Streptococcus spp. (Viridans grupp);;;01.01.2013;22.12.2020;;TA;0;Versioonis 2 tunnistatud kehtetuks, seda asendab väärtus koodiga 58800005;;;
50471002;Zika viirus ;Zika viirus ;Zika virus (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud;;;
61085008;Taenia saginata;Taenia saginata;Taenia saginata (organism);;;01.01.2013;;;TA;1;;;;
17966003;Taenia solium;Taenia solium;Taenia solium (organism);;;01.01.2013;;;TA;1;;;;
28625000;Taenia sp;Taenia sp;Taenia (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud, asendab kehtetuks tunnistatud väärtust koodiga 372354007;;;
372354007;Taenia sp.;Taenia sp.;Taenia sp.;;;01.01.2013;22.12.2020;;TA;0;Versioonis 2 tunnistatud kehtetuks, seda asendab väärtus koodiga 28625000;;;
443377006;Toksiline Corynebacterium diphtheriae;Toksiline Corynebacterium diphtheriae;Toxigenic Corynebacterium diphtheriae (organism);;;01.01.2013;;;TA;1;;;;
4649006;Toxoplasma gondii;Toxoplasma gondii;Toxoplasma gondii (organism);;;01.01.2013;;;TA;1;;;;
72904005;Treponema pallidum;Treponema pallidum;Treponema pallidum (organism);;;01.01.2013;;;TA;1;;;;
16439004;Trichinella spiralis;Trichinella spiralis;Trichinella spiralis (organism);;;01.01.2013;;;TA;1;;;;
5378007;Trichuris trichiura;Trichuris trichiura;Trichuris trichiura (organism);;;01.01.2013;;;TA;1;;;;
243579005;Tsütomegaloviirus;Tsütomegaloviirus;Human cytomegalovirus 5 (organism);;;01.01.2013;;;TA;1;;;;
19551004;Varicella-zoster viirus;Varicella-zoster viirus;Human herpesvirus 3 (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud;;;
62958000;Venetsuela hobuseentsefalomüeliidi viirus;Venetsuela hobuseentsefalomüeliidi viirus;Venezuelan equine encephalomyelitis virus (organism);;;01.01.2013;;;TA;1;;;;
75953000;Vibrio albensis;Vibrio albensis;Vibrio cholerae (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Vibrio Cholerae -> Vibrio albensis;;;
45749000;Vibrio alginolyticus;Vibrio alginolyticus;Vibrio alginolyticus (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud;;;
125048009;Vibrio cholerae serogrupp O:139;Vibrio cholerae serogrupp O:139;Vibrio cholerae serogroup O139 (organism);;;01.01.2013;;;TA;1;;;;
24763006;Vibrio cholerae serotüüp Hikojima;Vibrio cholerae serotüüp Hikojima;Vibrio cholerae serotype Hikojima (organism);;;01.01.2013;;;TA;1;;;;
112351003;Vibrio cholerae serotüüp Inaba;Vibrio cholerae serotüüp Inaba;Vibrio cholerae serotype Inaba (organism);;;01.01.2013;;;TA;1;;;;
66635002;Vibrio cholerae serotüüp Ogawa;Vibrio cholerae serotüüp Ogawa;Vibrio cholerae serotype Ogawa (organism);;;01.01.2013;;;TA;1;;;;
58735003;Vibrio cholerae, El Tor biotüüp;Vibrio cholerae, El Tor biotüüp;Vibrio cholerae, El Tor biotype (organism);;;01.01.2013;;;TA;1;;;;
398506000;Vibrio cholerae, mitte-O1;Vibrio cholerae, mitte-O1;Vibrio cholerae, non-O1 (organism);;;17.02.2021;;;TA;1;Versioonis 3 lisatud;;;
415819003;Vibrio cholerae, mitte-O1/mitte-O139;Vibrio cholerae, mitte-O1/mitte-O139;Vibrio cholerae, non-O1/non-O139 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Vibrio cholerae, non-O1/non-O139 -> Vibrio cholerae, mitte-O1/mitte-O139;;;
62987004;Vibrio cholerae, O1;Vibrio cholerae, O1;Vibrio cholerae, O1 (organism);;;01.01.2013;;;TA;1;;;;
43199008;Vibrio fluvialis;Vibrio fluvialis;Vibrio fluvialis (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud;;;
11736008;Vibrio parahaemolyticus;Vibrio parahaemolyticus;Vibrio parahaemolyticus (organism);;;01.01.2013;;;TA;1;;;;
34872001;Vibrio sp;Vibrio sp;Genus Vibrio (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud, asendab kehtetuks tunnistatud väärtust koodiga 131373001;;;
131373001;Vibrio spp. ;Vibrio spp. ;Vibrio spp. ;;;01.01.2013;22.12.2020;;TA;0;Versioonis 2 tunnistatud kehtetuks, seda asendab väärtus koodiga 34872001;;;
55905000;Vibrio vulnificus;Vibrio vulnificus;Vibrio vulnificus (organism);;;01.01.2013;;;TA;1;;;;
91246002;Yersinia aldovae;Yersinia aldovae;Yersinia aldovae (organism);;;01.01.2013;;;TA;1;;;;
103434007;Yersinia bercovieri;Yersinia bercovieri;Yersinia bercovieri (organism);;;01.01.2013;;;TA;1;;;;
65255000;Yersinia enterocolitica;Yersinia enterocolitica;Yersinia enterocolitica (organism);;;01.01.2013;;;TA;1;;;;
415855006;Yersinia enterocolitica serogrupp O:1,2a,3;Yersinia enterocolitica serogrupp O:1,2a,3;Yersinia enterocolitica serogroup O:1,2a,3 (organism);;;01.01.2013;;;TA;1;;;;
103430003;Yersinia enterocolitica serogrupp O:3;Yersinia enterocolitica serogrupp O:3;Yersinia enterocolitica serogroup O:3 (organism);;;01.01.2013;;;TA;1;;;;
415863007;Yersinia enterocolitica serogrupp O:5, 27;Yersinia enterocolitica serogrupp O:5, 27;Yersinia enterocolitica serogroup O:5, 27 (organism);;;01.01.2013;;;TA;1;;;;
103432006;Yersinia enterocolitica serogrupp O:8;Yersinia enterocolitica serogrupp O:8;Yersinia enterocolitica serogroup O:8 (organism);;;01.01.2013;;;TA;1;;;;
103433001;Yersinia enterocolitica serogrupp O:9;Yersinia enterocolitica serogrupp O:9;Yersinia enterocolitica serogroup O:9 (organism);;;01.01.2013;;;TA;1;;;;
85159008;Yersinia frederiksenii;Yersinia frederiksenii;Yersinia frederiksenii (organism);;;01.01.2013;;;TA;1;;;;
10334001;Yersinia intermedia;Yersinia intermedia;Yersinia intermedia (organism);;;01.01.2013;;;TA;1;;;;
91042006;Yersinia kristensenii;Yersinia kristensenii;Yersinia kristensenii (organism);;;01.01.2013;;;TA;1;;;;
103435008;Yersinia mollaretii;Yersinia mollaretii;Yersinia mollaretii (organism);;;01.01.2013;;;TA;1;;;;
54365000;Yersinia pestis;Yersinia pestis;Yersinia pestis (organism);;;01.01.2013;;;TA;1;;;;
90530002;Yersinia pseudotuberculosis;Yersinia pseudotuberculosis;Yersinia pseudotuberculosis (organism);;;01.01.2013;;;TA;1;;;;
87145000;Yersinia rohdei;Yersinia rohdei;Yersinia rohdei (organism);;;01.01.2013;;;TA;1;;;;
64125009;Yersinia ruckeri;Yersinia ruckeri;Yersinia ruckeri (organism);;;01.01.2013;;;TA;1;;;;
4668009;Yersinia sp;Yersinia sp;Genus Yersinia (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud, asendab kehtetuks tunnistatud väärtust koodiga 131295004;;;
131295004;Yersinia spp.;Yersinia spp.;Yersinia spp.;;;01.01.2013;22.12.2020;;TA;0;Versioonis 2 tunnistatud kehtetuks, seda asendab väärtus koodiga 4668009;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
