Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
11;11;keskmine lõikehammas;keskmine lõikehammas ehk esihammas ehk intsisiiv ;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
12;12;külgmine lõikehammas;külgmine lõikehammas ehk külgmine intsisiiv ;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
13;13;silmahammas;silmahammas ehk kaniin;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
14;14;eespurihammas;eespurihammas ehk esimene premolaar;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
15;15;teine premolaar ;teine premolaar ;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
16;16;eesmine purihammas ;eesmine purihammas ehk eesmine molaar;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
17;17;teine purihammas ;teine purihammas ehk teine molaar;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
18;18;kolmas purihammas;kolmas purihammas ehk kolmas molaar ehk tarkusehammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
21;21;keskmine lõikehammas;keskmine lõikehammas ehk esihammas ehk intsisiiv ;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
22;22;külgmine lõikehammas;külgmine lõikehammas ehk külgmine intsisiiv ;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
23;23;silmahammas;silmahammas ehk kaniin;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
24;24;eespurihammas;eespurihammas ehk esimene premolaar;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
25;25;teine premolaar ;teine premolaar ;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
26;26;eesmine purihammas ;eesmine purihammas ehk eesmine molaar;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
27;27;teine purihammas ;teine purihammas ehk teine molaar;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
28;28;kolmas purihammas;kolmas purihammas ehk kolmas molaar ehk tarkusehammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
31;31;keskmine lõikehammas;keskmine lõikehammas ehk esihammas ehk intsisiiv ;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
32;32;külgmine lõikehammas;külgmine lõikehammas ehk külgmine intsisiiv ;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
33;33;silmahammas;silmahammas ehk kaniin;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
34;34;eespurihammas;eespurihammas ehk esimene premolaar;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
35;35;teine premolaar ;teine premolaar ;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
36;36;eesmine purihammas ;eesmine purihammas ehk eesmine molaar;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
37;37;teine purihammas ;teine purihammas ehk teine molaar;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
38;38;kolmas purihammas;kolmas purihammas ehk kolmas molaar ehk tarkusehammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
41;41;keskmine lõikehammas;keskmine lõikehammas ehk esihammas ehk intsisiiv ;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
42;42;külgmine lõikehammas;külgmine lõikehammas ehk külgmine intsisiiv ;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
43;43;silmahammas;silmahammas ehk kaniin;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
44;44;eespurihammas;eespurihammas ehk esimene premolaar;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
45;45;teine premolaar ;teine premolaar ;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
46;46;eesmine purihammas ;eesmine purihammas ehk eesmine molaar;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
47;47;teine purihammas ;teine purihammas ehk teine molaar;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
48;48;kolmas purihammas;kolmas purihammas ehk kolmas molaar ehk tarkusehammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;jäävhammas
51;51;keskmine lõikehammas;keskmine lõikehammas ehk esihammas ehk intsisiiv ;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;piimahammas
52;52;külgmine lõikehammas;külgmine lõikehammas ehk külgmine intsisiiv ;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;piimahammas
53;53;silmahammas;silmahammas ehk kaniin;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;piimahammas
54;54;eesmine purihammas;eesmine purihammas ehk esimene premolaar;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;piimahammas
55;55;tagumine purihammas;tagumine purihammas ehk teine premolaar ;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;piimahammas
61;61;keskmine lõikehammas;keskmine lõikehammas ehk esihammas ehk intsisiiv ;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;piimahammas
62;62;külgmine lõikehammas;külgmine lõikehammas ehk külgmine intsisiiv ;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;piimahammas
63;63;silmahammas;silmahammas ehk kaniin;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;piimahammas
64;64;eesmine purihammas;eesmine purihammas ehk esimene premolaar;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;piimahammas
65;65;tagumine purihammas;tagumine purihammas ehk teine premolaar ;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;piimahammas
71;71;keskmine lõikehammas;keskmine lõikehammas ehk esihammas ehk intsisiiv ;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;piimahammas
72;72;külgmine lõikehammas;külgmine lõikehammas ehk külgmine intsisiiv ;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;piimahammas
73;73;silmahammas;silmahammas ehk kaniin;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;piimahammas
74;74;eesmine purihammas;eesmine purihammas ehk esimene premolaar;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;piimahammas
75;75;tagumine purihammas;tagumine purihammas ehk teine premolaar ;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;piimahammas
81;81;keskmine lõikehammas;keskmine lõikehammas ehk esihammas ehk intsisiiv ;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;piimahammas
82;82;külgmine lõikehammas;külgmine lõikehammas ehk külgmine intsisiiv ;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;piimahammas
83;83;silmahammas;silmahammas ehk kaniin;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;piimahammas
84;84;eesmine purihammas;eesmine purihammas ehk esimene premolaar;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;piimahammas
85;85;tagumine purihammas;tagumine purihammas ehk teine premolaar ;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;piimahammas
L11;L11;11 lisahammas;11 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L12;L12;12 lisahammas;12 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L13;L13;13 lisahammas;13 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L14;L14;14 lisahammas;14 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L15;L15;15 lisahammas;15 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L16;L16;16 lisahammas;16 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L17;L17;17 lisahammas;17 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L18;L18;18 lisahammas;18 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L21;L21;21 lisahammas;21 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L22;L22;22 lisahammas;22 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L23;L23;23 lisahammas;23 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L24;L24;24 lisahammas;24 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L25;L25;25 lisahammas;25 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L26;L26;26 lisahammas;26 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L27;L27;27 lisahammas;27 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L28;L28;28 lisahammas;28 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L31;L31;31 lisahammas;31 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L32;L32;32 lisahammas;32 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L33;L33;33 lisahammas;33 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L34;L34;34 lisahammas;34 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L35;L35;35 lisahammas;35 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L36;L36;36 lisahammas;36 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L37;L37;37 lisahammas;37 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L38;L38;38 lisahammas;38 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L41;L41;41 lisahammas;41 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L42;L42;42 lisahammas;42 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L43;L43;43 lisahammas;43 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L44;L44;44 lisahammas;44 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L45;L45;45 lisahammas;45 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L46;L46;46 lisahammas;46 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L47;L47;47 lisahammas;47 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L48;L48;48 lisahammas;48 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa jäävhammas
L51;L51;51 lisahammas;51 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa piimahammas
L52;L52;52 lisahammas;52 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa piimahammas
L53;L53;53 lisahammas;53 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa piimahammas
L54;L54;54 lisahammas;54 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa piimahammas
L55;L55;55 lisahammas;55 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa piimahammas
L61;L61;61 lisahammas;61 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa piimahammas
L62;L62;62 lisahammas;62 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa piimahammas
L63;L63;63 lisahammas;63 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa piimahammas
L64;L64;64 lisahammas;64 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa piimahammas
L65;L65;65 lisahammas;65 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa piimahammas
L71;L71;71 lisahammas;71 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa piimahammas
L72;L72;72 lisahammas;72 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa piimahammas
L73;L73;73 lisahammas;73 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa piimahammas
L74;L74;74 lisahammas;74 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa piimahammas
L75;L75;75 lisahammas;75 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa piimahammas
L81;L81;81 lisahammas;81 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa piimahammas
L82;L82;82 lisahammas;82 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa piimahammas
L83;L83;83 lisahammas;83 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa piimahammas
L84;L84;84 lisahammas;84 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa piimahammas
L85;L85;85 lisahammas;85 lisahammas;;0;1.01.2013;;;Eesti Hambaarstide liit ja Eesti Ortodontide Selts;1;lisa piimahammas
