KOOD;LÜHINIMETUS;NIMETUS;PIKK_NIMETUS;VANEM_KOOD;HIERARHIA_ASTE;KEHTIVUSE_ALGUSE_KPV;KEHTIVUSE_LÕPU_KPV;VIIMANE_MUUDATUS_KPV;MUUTJA;STAATUS;SELGITUS
50;50%;50%;50%;;;10.07.2008;;;SOM;1;
75;75%;75%;75%;;;10.07.2008;;;SOM;1;
90;90%;90%;90%;;;10.07.2008;;;SOM;1;
100;100%;100%;100%;;;10.07.2008;;;SOM;1;
