Kood	Lühinimetus	Nimetus	Pikk_nimetus	Vanem_kood	Hierarhia_aste	Kehtivuse_alguse_kpv	Kehtivuse_lõpu_kpv	Viimane_muudatus_kpv	Muutja	Staatus	Selgitus
A	puudub	puudub	puudub		0	1.01.2012			EKL,TA	1	
B	bioloogiline	bioloogiline	bioloogiline		0	1.01.2012			EKL,TA	1	
C	keemiline	keemiline	keemiline		0	1.01.2012			EKL,TA	1	
D	radioaktiivne	radioaktiivne	radioaktiivne		0	1.01.2012			EKL,TA	1	
E	muu (täpsustus)	muu (täpsustus)	muu (täpsustus)		0	1.01.2012			EKL,TA	1	
