Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
AND;Andorralane;Andorralane;Andorralane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
ARA;Araablane;Araablane;Araablane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
ARG;Argentiinlane;Argentiinlane;Argentiinlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;http://www.eki.ee/knab/mmaad.htm
ARM;Armeenlane;Armeenlane;Armeenlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
AZE;Aserbaidžaan;Aserbaidžaan;Aserbaidžaan;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
AUE;Austraallane (ingliskeelne);Austraallane (ingliskeelne);Austraallane (ingliskeelne);;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
AUT;Austerlane;Austerlane;Austerlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
AVA;Avaar;Avaar;Avaar;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;Rahvas Dagestanis ja naaberaladel
AYM;Aimara;Aimara;Aimara;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
BAK;Baškiir;Baškiir;Baškiir;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
BAL;Balkaar;Balkaar;Balkaar;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
BAQ;Bask;Bask;Bask;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
BEL;Valgevenelane;Valgevenelane;Valgevenelane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
BEN;Bengal;Bengal;Bengal;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
BER;Berber;Berber;Berber;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
BOL;Boliivlane;Boliivlane;Boliivlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
BOS;Bosnialane;Bosnialane;Bosnialane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
BRA;Brasiillane;Brasiillane;Brasiillane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
BRB;Barbadoslane;Barbadoslane;Barbadoslane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;http://www.eki.ee/knab/mmaad.htm
BRE;Bretoon;Bretoon;Bretoon;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;Etniline grupp Loode-Prantsusmaal Bretagne'is
BUA;Burjaat;Burjaat;Burjaat;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;Mongoli rahvas Venemaal Lõuna-Siberis, Mongoolia põhjaosas ja Hiinas. 
BUL;Bulgaarlane;Bulgaarlane;Bulgaarlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
BUR;Birmalane;Birmalane;Birmalane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;Peamine rahvas Myanmaris (endine Birma)
CAE;Kanadalane;Kanadalane;Kanadalane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
CAT;Katalaan;Katalaan;Katalaan;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
CHD;Šveitslane;Šveitslane;Šveitslane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
CHE;Tšetšeen;Tšetšeen;Tšetšeen;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
CHI;Hiinlane;Hiinlane;Hiinlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
CHL;Tšiillane;Tšiillane;Tšiillane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;http://www.eki.ee/knab/mmaad.htm
CHM;Mari;Mari;Mari;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
CHU;Tšuktši;Tšuktši;Tšuktši;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
CHV;Tšuvašš;Tšuvašš;Tšuvašš;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
CIR;Tšerkess;Tšerkess;Tšerkess;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
COL;Colombialane;Colombialane;Colombialane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;"http://keeleabi.eki.ee/index.php?leht=4&act=2&vld=23; http://www.eki.ee/knab/mmaad.htm"
COS;Korsiklane;Korsiklane;Korsiklane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
CPE;Kreool (ingliskeelne);Kreool (ingliskeelne);Kreool (ingliskeelne);;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
CPF;Kreool (prantsuskeelne);Kreool (prantsuskeelne);Kreool (prantsuskeelne);;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
CPP;Kreool (portugalikeelne);Kreool (portugalikeelne);Kreool (portugalikeelne);;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
CRH;Krimmitatarlane;Krimmitatarlane;Krimmitatarlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
CRP;Kreool (muu);Kreool (muu);Kreool (muu);;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
CZE;Tšehh;Tšehh;Tšehh;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
CUB;Kuubalane;Kuubalane;Kuubalane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
DAN;Taanlane;Taanlane;Taanlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
DAR;Darg;Darg;Darg;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
DMA;Dominicalane;Dominicalane;Dominicalane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;http://www.eki.ee/knab/mmaad.htm
DOL;Dolgaan;Dolgaan;Dolgaan;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
DOM;Dominikaanlane;Dominikaanlane;Dominikaanlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;"http://www.eki.ee/knab/mmaad.htm; http://keeleabi.eki.ee/index.php?leht=4&act=2&vld=23"
DUN;Huei;Huei;Huei;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
DUT;Hollandlane;Hollandlane;Hollandlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
ECU;Ecuadorlane;Ecuadorlane;Ecuadorlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;http://www.eki.ee/knab/mmaad.htm
ENG;Inglane;Inglane;Inglane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
ESK;Eskimo;Eskimo;Eskimo;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
EST;Eestlane;Eestlane;Eestlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
EVE;Eveen;Eveen;Eveen;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
FAO;Fäärlane;Fäärlane;Fäärlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;http://www.eki.ee/knab/mmaad.htm
FIJ;Fidžilane;Fidžilane;Fidžilane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;http://www.eki.ee/knab/mmaad.htm
FIN;Soomlane;Soomlane;Soomlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
FLE;Flaam;Flaam;Flaam;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
FRE;Prantslane;Prantslane;Prantslane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
FRY;Friis;Friis;Friis;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
GAG;Gagauus;Gagauus;Gagauus;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
GEO;Grusiin;Grusiin;Grusiin;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
GER;Sakslane;Sakslane;Sakslane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
GIN;Guinealane;Guinealane;Guinealane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
GLE;Iirlane;Iirlane;Iirlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
GLG;Galeeg;Galeeg;Galeeg;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
GRE;Kreeklane;Kreeklane;Kreeklane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
GRL;Gröönlane;Gröönlane;Gröönlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;http://www.eki.ee/knab/mmaad.htm
GRN;Guaranii;Guaranii;Guaranii;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
GTM;Guatemalalane;Guatemalalane;Guatemalalane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
GUD;Gudžarat;Gudžarat;Gudžarat;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
HAU;Hausa;Hausa;Hausa;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
HEB;Juut;Juut;Juut;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
HIN;Hindu;Hindu;Hindu;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;India päriselanik
HON;Honduraslane;Honduraslane;Honduraslane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;"http://www.eki.ee/knab/mmaad.htm; http://keeleabi.eki.ee/index.php?leht=4&act=2&vld=23"
HUN;Ungarlane;Ungarlane;Ungarlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
IBO;Ibo;Ibo;Ibo;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
ICE;Islandlane;Islandlane;Islandlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
IND;Indoneeslane;Indoneeslane;Indoneeslane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
ING;Ingerisoomlane;Ingerisoomlane;Ingerisoomlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
INU;Ingušš;Ingušš;Ingušš;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
IZH;Isur;Isur;Isur;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
ITA;Itaallane;Itaallane;Itaallane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
ITE;Itelmeen;Itelmeen;Itelmeen;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
JAM;Jamaicalane;Jamaicalane;Jamaicalane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;"http://www.eki.ee/knab/mmaad.htm; http://keeleabi.eki.ee/index.php?leht=4&act=2&vld=23"
JAV;Jaavalane;Jaavalane;Jaavalane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
JPN;Jaapanlane;Jaapanlane;Jaapanlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
KAA;Karakalpakk;Karakalpakk;Karakalpakk;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
KAB;Kabard;Kabard;Kabard;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
KAL;Kalmõkk;Kalmõkk;Kalmõkk;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
KAN;Kannada;Kannada;Kannada;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
KAR;Karjalane;Karjalane;Karjalane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
KAS;Kašmiir;Kašmiir;Kašmiir;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
KAZ;Kasahh;Kasahh;Kasahh;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
KET;Kett;Kett;Kett;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
KHA;Hakass;Hakass;Hakass;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
KHM;Khmeer;Khmeer;Khmeer;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
KIR;Kirgiis;Kirgiis;Kirgiis;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
KOM;Komi;Komi;Komi;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
KON;Kongo;Kongo;Kongo;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;"EKI KNAB andmebaas: kongo; vt ka http://www.eki.ee/knab/mmaad.htm"
KOR;Korealane;Korealane;Korealane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
KPO;Permikomi;Permikomi;Permikomi;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
KRA;Karaiim;Karaiim;Karaiim;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
KRT;Karatšai;Karatšai;Karatšai;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
KRY;Korjakk;Korjakk;Korjakk;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
KUM;Kumõkk;Kumõkk;Kumõkk;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
KUR;Kurd;Kurd;Kurd;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
LAK;Lakk;Lakk;Lakk;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
LAV;Lätlane;Lätlane;Lätlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
LEZ;Lesgi;Lesgi;Lesgi;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
LIT;Leedulane;Leedulane;Leedulane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
LIV;Liivlane;Liivlane;Liivlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
LZZ;Lazi;Lazi;Lazi;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
LTZ;Letseburglane;Letseburglane;Letseburglane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
LUG;Ganda;Ganda;Ganda;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
MAC;Makedoonlane;Makedoonlane;Makedoonlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;http://www.eki.ee/knab/mmaad.htm 
MAL;Malajalam;Malajalam;Malajalam;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
MAN;Mansi;Mansi;Mansi;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
MAO;Maoori;Maoori;Maoori;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
MAS;Masai;Masai;Masai;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
MAY;Malailane;Malailane;Malailane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
MEX;Mehhiklane;Mehhiklane;Mehhiklane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
MLG;Malagassi;Malagassi;Malagassi;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
MLT;Maltalane;Maltalane;Maltalane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
MNT;Montenegrolane;Montenegrolane;Montenegrolane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;http://www.eki.ee/knab/mmaad.htm
MOL;Moldovlane;Moldovlane;Moldovlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
MON;Mongol;Mongol;Mongol;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
MOR;Mordvalane;Mordvalane;Mordvalane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
MTQ;Martinique’lane;Martinique’lane;Martinique’lane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;http://www.eki.ee/knab/mmaad.htm
NAH;Nahua;Nahua;Nahua;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;"http://www.nationsonline.org/oneworld/; http://www-01.sil.org/mexico/24i-Population.htm; Mehhiko pinnal elanud rahvas 14.–16. sajandil - tänane nimetus nahuad"
NAN;Nanai;Nanai;Nanai;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
NAU;Naurulane;Naurulane;Naurulane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
NEG;Negidal;Negidal;Negidal;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
NEP;Nepallane;Nepallane;Nepallane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;http://www.eki.ee/knab/mmaad.htm
NEW;Uusmeremaalane (ingliskeelne);Uusmeremaalane (ingliskeelne);Uusmeremaalane (ingliskeelne);;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
NGA;Nganassaan;Nganassaan;Nganassaan;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
NIC;Nicaragualane;Nicaragualane;Nicaragualane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;http://www.eki.ee/knab/mmaad.htm
NIV;Nivh;Nivh;Nivh;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
NOG;Nogai;Nogai;Nogai;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
NOR;Norralane;Norralane;Norralane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
ORM;Oromo;Oromo;Oromo;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
ORO;Orotš;Orotš;Orotš;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
OSS;Osseet;Osseet;Osseet;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
OST;Hant;Hant;Hant;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
OTH;Muu;Muu;Muu;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
PAA;Paapua;Paapua;Paapua;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
PAK;Pakistanlane;Pakistanlane;Pakistanlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
PAM;Panamalane;Panamalane;Panamalane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
PAN;Pandžab;Pandžab;Pandžab;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
PAR;Paraguaylane;Paraguaylane;Paraguaylane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;"http://www.eki.ee/knab/mmaad.htm; paraguaylane vt http://keeleabi.eki.ee/index.php?leht=4&act=2&vld=23"
PER;Pärslane;Pärslane;Pärslane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
PEV;Peruulane;Peruulane;Peruulane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
POL;Poolakas;Poolakas;Poolakas;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
POR;Portugallane;Portugallane;Portugallane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
PRI;Puertoricolane;Puertoricolane;Puertoricolane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;http://www.eki.ee/knab/mmaad.htm
PUS;Puštu;Puštu;Puštu;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
QUE;Ketšua;Ketšua;Ketšua;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
ROH;Retoromaan;Retoromaan;Retoromaan;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
ROM;Mustlane;Mustlane;Mustlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
RUE;Russiin;Russiin;Russiin;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
RUM;Rumeenlane;Rumeenlane;Rumeenlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
RUN;Rundi;Rundi;Rundi;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
RUS;Venelane;Venelane;Venelane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
RUT;Rutul;Rutul;Rutul;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
RWA;Ruanda;Ruanda;Ruanda;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
SAH;Jakuut;Jakuut;Jakuut;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
SAL;Salvadorlane;Salvadorlane;Salvadorlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;http://www.eki.ee/knab/mmaad.htm
SAM;Neenets;Neenets;Neenets;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
