Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
A;1;;suurus 1;;0;1.01.2012;;;EKL,TA;1;
B;2;;suurus 2;;0;1.01.2012;;;EKL,TA;1;
C;3;;suurus 3;;0;1.01.2012;;;EKL,TA;1;
D;4;;suurus 4;;0;1.01.2012;;;EKL,TA;1;
E;5;;suurus 5;;0;1.01.2012;;;EKL,TA;1;
