KOOD;LÜHINIMETUS;NIMETUS;PIKK_NIMETUS;VANEM_KOOD;HIERARHIA_ASTE;KEHTIVUSE_ALGUSE_KPV;KEHTIVUSE_LÕPU_KPV;VIIMANE_MUUDATUS_KPV;MUUTJA;STAATUS;SELGITUS
S;Edukas;Edukas;Edukas;;;10.07.2008;;;SOM;1;
I;Info;Info;Info;;;10.07.2008;;;SOM;1;
W;Hoiatus;Hoiatus;Hoiatus;;;10.07.2008;;;SOM;1;
E;Viga;Viga;Viga;;;10.07.2008;;;SOM;1;
A;Katkestus;Katkestus;Katkestus;;;10.07.2008;;;SOM;1;
