Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
1;elusalt;elusalt;elusalt;;;31.05.2007;;;;1;
2;surnult;surnult;surnult;;;31.05.2007;;;;1;
3;teadmata;teadmata;teadmata;;;31.05.2007;;;;1;
