Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
LR;LR registreerimismärk;LR registreerimismärk;LR registreerimismärk;;;1.01.2012;;;ETSA;1;
KERE;kere number;kere number;kere number;;;1.01.2012;;;ETSA;1;
