Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
1;imemisrefleks;imemisrefleks;imemisrefleks;;;31.05.2007;;;;1;
2;Moro refleks;Moro refleks;Moro refleks;;;31.05.2007;;;;1;
3;toesammurefleks;toesammurefleks;toesammurefleks;;;31.05.2007;;;;1;
4;tooniline kaelarefleks;tooniline kaelarefleks;tooniline kaelarefleks;;;31.05.2007;;;;1;
5;haarderefleks;haarderefleks;haarderefleks;;;31.05.2007;;;;1;
