KOOD;LÜHINIMETUS;NIMETUS;PIKK_NIMETUS;VANEM_KOOD;HIERARHIA_ASTE;KEHTIVUSE_ALGUSE_KPV;KEHTIVUSE_LÕPU_KPV;VIIMANE_MUUDATUS_KPV;MUUTJA;STAATUS;SELGITUS
EHIC;EHIC;EHIC;EHIC;;;10.07.2008;;;SOM;1;
REPL;REPL;REPL;REPL;;;10.07.2008;;;SOM;1;
E112;E112;E112;E112;;;10.07.2008;;;SOM;1;
E123;E123;E123;E123;;;10.07.2008;;;SOM;1;
