Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
deliveredResponse;status delivered response;status delivered response;status delivered response;0;0;7.09.2007;;;;1;
new;query status new;query status new;query status new;0;0;7.09.2007;;;;1;
