CODE;PARENT_CODE;ITEM_LEVEL;NAME_ET;NAME_EN;NAME_RU;SHORTNAME_ET;SHORTNAME_EN;SHORTNAME_RU;DESCRIPTION_ET;DESCRIPTION_EN;DESCRIPTION_RU;INCLUDES_ET;INCLUDES_EN;INCLUDES_RU;INCLUDES_ALSO_ET;INCLUDES_ALSO_EN;INCLUDES_ALSO_RU;EXCLUDES_ET;EXCLUDES_EN;EXCLUDES_RU;NOTES;MEAS_UNIT;ALTTEXT_ET;ALTTEXT_EN;ALTTEXT_RU;VALIDFROM;VALIDTO
1051;0191;3;Aaviku küla;Aaviku village;??????? ??????;;;;Lääne-Viru maakond, Haljala vald, Aaviku küla;Lääne-Viru county, Haljala rural municipality, Aaviku village;?????-???????? ????, ??????? ???????, ??????? ??????;;;;;;;;;;;;;;;;
1052;0714;3;Aaviku küla;Aaviku village;??????? ??????;;;;Saare maakond, Saaremaa vald, Aaviku küla;Saare county, Saaremaa rural municipality, Aaviku village;????????? ????, ??????? ????????, ??????? ??????;;;;;;;;;;;;;;;;
1054;0714;3;Abaja küla;Abaja village;??????? ????;;;;Saare maakond, Saaremaa vald, Abaja küla;Saare county, Saaremaa rural municipality, Abaja village;????????? ????, ??????? ????????, ??????? ????;;;;;;;;;;;;;;;;
1055;0255;3;Abaja küla;Abaja village;??????? ????;;;;Järva maakond, Järva vald, Abaja küla;Järva county, Järva rural municipality, Abaja village;???????? ????, ??????? ????, ??????? ????;;;;;;;;;;;;;;;;
1058;0284;3;Abissaare küla;Abissaare village;??????? ?????????;;;;Põlva maakond, Kanepi vald, Abissaare küla;Põlva county, Kanepi rural municipality, Abissaare village;????????? ????, ??????? ??????, ??????? ?????????;;;;;;;;;;;;;;;;
1060;0480;3;Abja-Paluoja linn;Abja-Paluoja city;????? ????-??????;;;;Viljandi maakond, Mulgi vald, Abja-Paluoja linn;Viljandi county, Mulgi rural municipality, Abja-Paluoja city;???????????? ????, ??????? ?????, ????? ????-??????;;;;;;;;;;;;;;;;
1061;0480;3;Abjaku küla;Abjaku village;??????? ??????;;;;Viljandi maakond, Mulgi vald, Abjaku küla;Viljandi county, Mulgi rural municipality, Abjaku village;???????????? ????, ??????? ?????, ??????? ??????;;;;;;;;;;;;;;;;
1064;0714;3;Abruka küla;Abruka village;??????? ??????;;;;Saare maakond, Saaremaa vald, Abruka küla;Saare county, Saaremaa rural municipality, Abruka village;????????? ????, ??????? ????????, ??????? ??????;;;;;;;;;;;;;;;;
1067;0714;3;Abula küla;Abula village;??????? ?????;;;;Saare maakond, Saaremaa vald, Abula küla;Saare county, Saaremaa rural municipality, Abula village;????????? ????, ??????? ????????, ??????? ?????;;;;;;;;;;;;;;;;
1069;0928;3;Aburi küla;Aburi village;??????? ?????;;;;Lääne-Viru maakond, Väike-Maarja vald, Aburi küla;Lääne-Viru county, Väike-Maarja rural municipality, Aburi village;?????-???????? ????, ??????? ?????-??????, ??????? ?????;;;;;;;;;;;;;;;;
1073;0191;3;Adaka küla;Adaka village;??????? ?????;;;;Lääne-Viru maakond, Haljala vald, Adaka küla;Lääne-Viru county, Haljala rural municipality, Adaka village;?????-???????? ????, ??????? ???????, ??????? ?????;;;;;;;;;;;;;;;;
1076;0618;3;Adavere alevik;Adavere small town;???????? ??????? ???????;;;;Jõgeva maakond, Põltsamaa vald, Adavere alevik;Jõgeva county, Põltsamaa rural municipality, Adavere small town;?????????? ????, ??????? ?????????, ???????? ??????? ???????;;;;;;;;;;;;;;;;
1079;0317;3;Adila küla;Adila village;??????? ?????;;;;Rapla maakond, Kohila vald, Adila küla;Rapla county, Kohila rural municipality, Adila village;????????? ????, ??????? ??????, ??????? ?????;;;;;;;;;;;;;;;;
1081;0622;3;Adiste küla;Adiste village;??????? ??????;;;;Põlva maakond, Põlva vald, Adiste küla;Põlva county, Põlva rural municipality, Adiste village;????????? ????, ??????? ?????, ??????? ??????;;;;;;;;;;;;;;;;
1084;0198;3;Adra küla;Adra village;??????? ????;;;;Harju maakond, Harku vald, Adra küla;Harju county, Harku rural municipality, Adra village;????????? ????, ??????? ?????, ??????? ????;;;;;;;;;;;;;;;;
1086;0141;3;Aegviidu alev;Aegviidu town;????????? ??????? ????????;;;;Harju maakond, Anija vald, Aegviidu alev;Harju county, Anija rural municipality, Aegviidu town;????????? ????, ??????? ????, ????????? ??????? ????????;;;;;;;;;;;;;;;;
1087;0486;3;Adraku küla;Adraku village;??????? ??????;;;;Jõgeva maakond, Mustvee vald, Adraku küla;Jõgeva county, Mustvee rural municipality, Adraku village;?????????? ????, ??????? ???????, ??????? ??????;;;;;;;;;;;;;;;;
1089;0338;3;Aela küla;Aela village;??????? ????;;;;Harju maakond, Kose vald, Aela küla;Harju county, Kose rural municipality, Aela village;????????? ????, ??????? ????, ??????? ????;;;;;;;;;;;;;;;;
1091;0809;3;Aesoo küla;Aesoo village;??????? ?????;;;;Pärnu maakond, Tori vald, Aesoo küla;Pärnu county, Tori rural municipality, Aesoo village;????????? ????, ??????? ????, ??????? ?????;;;;;;;;;;;;;;;;
1094;0317;3;Aespa alevik;Aespa small town;???????? ??????? ?????;;;;Rapla maakond, Kohila vald, Aespa alevik;Rapla county, Kohila rural municipality, Aespa small town;????????? ????, ??????? ??????, ???????? ??????? ?????;;;;;;;;;;;;;;;;
1097;0291;3;Agali küla;Agali village;??????? ?????;;;;Tartu maakond, Kastre vald, Agali küla;Tartu county, Kastre rural municipality, Agali village;????????? ????, ??????? ??????, ??????? ?????;;;;;;;;;;;;;;;;
1100;0255;3;Ageri küla;Ageri village;??????? ?????;;;;Järva maakond, Järva vald, Ageri küla;Järva county, Järva rural municipality, Ageri village;???????? ????, ??????? ????, ??????? ?????;;;;;;;;;;;;;;;;
1103;0130;3;Agusalu küla;Agusalu village;??????? ???????;;;;Ida-Viru maakond, Alutaguse vald, Agusalu küla;Ida-Viru county, Alutaguse rural municipality, Agusalu village;???-???????? ????, ??????? ?????????, ??????? ???????;;;;;;;;;;;;;;;;
1107;0624;3;Ahaste küla;Ahaste village;??????? ??????;;;;Pärnu maakond, Pärnu linn, Ahaste küla;Pärnu county, Pärnu city, Ahaste village;????????? ????, ????? ?????, ??????? ??????;;;;;;;;;;;;;;;;
1110;0293;3;Ahekõnnu küla;Ahekõnnu village;??????? ????????;;;;Rapla maakond, Kehtna vald, Ahekõnnu küla;Rapla county, Kehtna rural municipality, Ahekõnnu village;????????? ????, ??????? ??????, ??????? ????????;;;;;;;;;;;;;;;;
1111;0698;3;Ahitsa küla;Ahitsa village;??????? ??????;;;;Võru maakond, Rõuge vald, Ahitsa küla;Võru county, Rõuge rural municipality, Ahitsa village;???????? ????, ??????? ?????, ??????? ??????;;;;;;;;;;;;;;;;
1113;0338;3;Ahisilla küla;Ahisilla village;??????? ????????;;;;Harju maakond, Kose vald, Ahisilla küla;Harju county, Kose rural municipality, Ahisilla village;????????? ????, ??????? ????, ??????? ????????;;;;;;;;;;;;;;;;
1116;0622;3;Ahja alevik;Ahja small town;???????? ??????? ????;;;;Põlva maakond, Põlva vald, Ahja alevik;Põlva county, Põlva rural municipality, Ahja small town;????????? ????, ??????? ?????, ???????? ??????? ????;;;;;;;;;;;;;;;;
1119;0184;3;Suure-Ahli küla;Suure-Ahli village;??????? ?????-????;;;;Lääne maakond, Haapsalu linn, Suure-Ahli küla;Lääne county, Haapsalu city, Suure-Ahli village;????????? ????, ????? ????????, ??????? ?????-????;;;;;;;;;;;;;;;;
1122;0255;3;Ahula küla;Ahula village;??????? ?????;;;;Järva maakond, Järva vald, Ahula küla;Järva county, Järva rural municipality, Ahula village;???????? ????, ??????? ????, ??????? ?????;;;;;;;;;;;;;;;;
1125;0291;3;Ahunapalu küla;Ahunapalu village;??????? ?????????;;;;Tartu maakond, Kastre vald, Ahunapalu küla;Tartu county, Kastre rural municipality, Ahunapalu village;????????? ????, ??????? ??????, ??????? ?????????;;;;;;;;;;;;;;;;
1129;0528;3;Aiamaa küla;Aiamaa village;??????? ??????;;;;Tartu maakond, Nõo vald, Aiamaa küla;Tartu county, Nõo rural municipality, Aiamaa village;????????? ????, ??????? ???, ??????? ??????;;;;;;;;;;;;;;;;
1131;0284;3;Aiaste küla;Aiaste village;??????? ??????;;;;Põlva maakond, Kanepi vald, Aiaste küla;Põlva county, Kanepi rural municipality, Aiaste village;????????? ????, ??????? ??????, ??????? ??????;;;;;;;;;;;;;;;;
1132;0442;3;Aidu küla;Aidu village;??????? ????;;;;Ida-Viru maakond, Lüganuse vald, Aidu küla;Ida-Viru county, Lüganuse rural municipality, Aidu village;???-???????? ????, ??????? ????????, ??????? ????;;;;;;;;;;;;;;;;
1133;0442;3;Aidu-Nõmme küla;Aidu-Nõmme village;??????? ????-?????;;;;Ida-Viru maakond, Lüganuse vald, Aidu-Nõmme küla;Ida-Viru county, Lüganuse rural municipality, Aidu-Nõmme village;???-???????? ????, ??????? ????????, ??????? ????-?????;;;;;;;;;;;;;;;;
1134;0917;3;Haidaku küla;Haidaku village;??????? ???????;;;;Võru maakond, Võru vald, Haidaku küla;Võru county, Võru rural municipality, Haidaku village;???????? ????, ??????? ????, ??????? ???????;;;;;;;;;;;;;;;;
1137;0618;3;Aidu küla;Aidu village;??????? ????;;;;Jõgeva maakond, Põltsamaa vald, Aidu küla;Jõgeva county, Põltsamaa rural municipality, Aidu village;?????????? ????, ??????? ?????????, ??????? ????;;;;;;;;;;;;;;;;
1138;0899;3;Aidu küla;Aidu village;??????? ????;;;;Viljandi maakond, Viljandi vald, Aidu küla;Viljandi county, Viljandi rural municipality, Aidu village;???????????? ????, ??????? ????????, ??????? ????;;;;;;;;;;;;;;;;
1139;0442;3;Aidu-Liiva küla;Aidu-Liiva village;??????? ????-?????;;;;Ida-Viru maakond, Lüganuse vald, Aidu-Liiva küla;Ida-Viru county, Lüganuse rural municipality, Aidu-Liiva village;???-???????? ????, ??????? ????????, ??????? ????-?????;;;;;;;;;;;;;;;;
1140;0442;3;Aidu-Sooküla;Aidu-Sooküla village;??????? ????-???????;;;;Ida-Viru maakond, Lüganuse vald, Aidu-Sooküla;Ida-Viru county, Lüganuse rural municipality, Aidu-Sooküla village;???-???????? ????, ??????? ????????, ??????? ????-???????;;;;;;;;;;;;;;;;
1141;0725;3;Aila küla;Aila village;??????? ????;;;;Harju maakond, Saue vald, Aila küla;Harju county, Saue rural municipality, Aila village;????????? ????, ??????? ????, ??????? ????;;;;;;;;;;;;;;;;
1144;0615;3;Aimla küla;Aimla village;??????? ?????;;;;Viljandi maakond, Põhja-Sakala vald, Aimla küla;Viljandi county, Põhja-Sakala rural municipality, Aimla village;???????????? ????, ??????? ?????-??????, ??????? ?????;;;;;;;;;;;;;;;;
1147;0899;3;Aindu küla;Aindu village;??????? ?????;;;;Viljandi maakond, Viljandi vald, Aindu küla;Viljandi county, Viljandi rural municipality, Aindu village;???????????? ????, ??????? ????????, ??????? ?????;;;;;;;;;;;;;;;;
1149;0480;3;Ainja küla;Ainja village;??????? ?????;;;;Viljandi maakond, Mulgi vald, Ainja küla;Viljandi county, Mulgi rural municipality, Ainja village;???????????? ????, ??????? ?????, ??????? ?????;;;;;;;;;;;;;;;;
1152;0824;3;Aitsra küla;Aitsra village;??????? ??????;;;;Valga maakond, Tõrva vald, Aitsra küla;Valga county, Tõrva rural municipality, Aitsra village;????????? ????, ??????? ?????, ??????? ??????;;;;;;;;;;;;;;;;
1156;0622;3;Akste küla;Akste village;??????? ?????;;;;Põlva maakond, Põlva vald, Akste küla;Põlva county, Põlva rural municipality, Akste village;????????? ????, ??????? ?????, ??????? ?????;;;;;;;;;;;;;;;;
1157;0205;3;Ala küla;Ala village;??????? ???;;;;Hiiu maakond, Hiiumaa vald, Ala küla;Hiiu county, Hiiumaa rural municipality, Ala village;???????? ????, ??????? ???????, ??????? ???;;;;;;;;;;;;;;;;
1160;0824;3;Ala küla;Ala village;??????? ???;;;;Valga maakond, Tõrva vald, Ala küla;Valga county, Tõrva rural municipality, Ala village;????????? ????, ??????? ?????, ??????? ???;;;;;;;;;;;;;;;;
1161;0698;3;Ala-Palo küla;Ala-Palo village;??????? ???-????;;;;Võru maakond, Rõuge vald, Ala-Palo küla;Võru county, Rõuge rural municipality, Ala-Palo village;???????? ????, ??????? ?????, ??????? ???-????;;;;;;;;;;;;;;;;
1162;0698;3;Ala-Tilga küla;Ala-Tilga village;??????? ???-?????;;;;Võru maakond, Rõuge vald, Ala-Tilga küla;Võru county, Rõuge rural municipality, Ala-Tilga village;???????? ????, ??????? ?????, ??????? ???-?????;;;;;;;;;;;;;;;;
1163;0917;3;Alakülä;Alakülä village;??????? ???????;;;;Võru maakond, Võru vald, Alakülä;Võru county, Võru rural municipality, Alakülä village;???????? ????, ??????? ????, ??????? ???????;;;;;;;;;;;;;;;;
1164;0698;3;Ala-Suhka küla;Ala-Suhka village;??????? ???-?????;;;;Võru maakond, Rõuge vald, Ala-Suhka küla;Võru county, Rõuge rural municipality, Ala-Suhka village;???????? ????, ??????? ?????, ??????? ???-?????;;;;;;;;;;;;;;;;
1165;0130;3;Alajõe küla;Alajõe village;??????? ??????;;;;Ida-Viru maakond, Alutaguse vald, Alajõe küla;Ida-Viru county, Alutaguse rural municipality, Alajõe village;???-???????? ????, ??????? ?????????, ??????? ??????;;;;;;;;;;;;;;;;
1166;0586;3;Alajõe küla;Alajõe village;??????? ??????;;;;Tartu maakond, Peipsiääre vald, Alajõe küla;Tartu county, Peipsiääre rural municipality, Alajõe village;????????? ????, ??????? ??????????, ??????? ??????;;;;;;;;;;;;;;;;
1167;0291;3;Alaküla;Alaküla village;??????? ???????;;;;Tartu maakond, Kastre vald, Alaküla;Tartu county, Kastre rural municipality, Alaküla village;????????? ????, ??????? ??????, ??????? ???????;;;;;;;;;;;;;;;;
1168;0502;3;Alaküla;Alaküla village;??????? ???????;;;;Rapla maakond, Märjamaa vald, Alaküla;Rapla county, Märjamaa rural municipality, Alaküla village;????????? ????, ??????? ????????, ??????? ???????;;;;;;;;;;;;;;;;
1169;0430;3;Alaküla;Alaküla village;??????? ???????;;;;Pärnu maakond, Lääneranna vald, Alaküla;Pärnu county, Lääneranna rural municipality, Alaküla village;????????? ????, ??????? ??????????, ??????? ???????;;;;;;;;;;;;;;;;
1171;0824;3;Alamõisa küla;Alamõisa village;??????? ????????;;;;Valga maakond, Tõrva vald, Alamõisa küla;Valga county, Tõrva rural municipality, Alamõisa village;????????? ????, ??????? ?????, ??????? ????????;;;;;;;;;;;;;;;;
1172;0917;3;Alapõdra küla;Alapõdra village;??????? ????????;;;;Võru maakond, Võru vald, Alapõdra küla;Võru county, Võru rural municipality, Alapõdra village;???????? ????, ??????? ????, ??????? ????????;;;;;;;;;;;;;;;;
1173;0732;3;Ala-Tsumba küla;Ala-Tsumba village;??????? ???-??????;;;;Võru maakond, Setomaa vald, Ala-Tsumba küla;Võru county, Setomaa rural municipality, Ala-Tsumba village;???????? ????, ??????? ???????, ??????? ???-??????;;;;;;;;;;;;;;;;
1174;0338;3;Alansi küla;Alansi village;??????? ??????;;;;Harju maakond, Kose vald, Alansi küla;Harju county, Kose rural municipality, Alansi village;????????? ????, ??????? ????, ??????? ??????;;;;;;;;;;;;;;;;
1176;0586;3;Alasoo küla;Alasoo village;??????? ??????;;;;Tartu maakond, Peipsiääre vald, Alasoo küla;Tartu county, Peipsiääre rural municipality, Alasoo village;????????? ????, ??????? ??????????, ??????? ??????;;;;;;;;;;;;;;;;
1179;0618;3;Alastvere küla;Alastvere village;??????? ?????????;;;;Jõgeva maakond, Põltsamaa vald, Alastvere küla;Jõgeva county, Põltsamaa rural municipality, Alastvere village;?????????? ????, ??????? ?????????, ??????? ?????????;;;;;;;;;;;;;;;;
1181;0586;3;Alatskivi alevik;Alatskivi small town;???????? ??????? ?????????;;;;Tartu maakond, Peipsiääre vald, Alatskivi alevik;Tartu county, Peipsiääre rural municipality, Alatskivi small town;????????? ????, ??????? ??????????, ???????? ??????? ?????????;;;;;;;;;;;;;;;;
1182;0901;3;Alavere küla;Alavere village;??????? ???????;;;;Lääne-Viru maakond, Vinni vald, Alavere küla;Lääne-Viru county, Vinni rural municipality, Alavere village;?????-???????? ????, ??????? ?????, ??????? ???????;;;;;;;;;;;;;;;;
1184;0141;3;Alavere küla;Alavere village;??????? ???????;;;;Harju maakond, Anija vald, Alavere küla;Harju county, Anija rural municipality, Alavere village;????????? ????, ??????? ????, ??????? ???????;;;;;;;;;;;;;;;;
1185;0247;3;Alavere küla;Alavere village;??????? ???????;;;;Jõgeva maakond, Jõgeva vald, Alavere küla;Jõgeva county, Jõgeva rural municipality, Alavere village;?????????? ????, ??????? ??????, ??????? ???????;;;;;;;;;;;;;;;;
1188;0255;3;Albu küla;Albu village;??????? ????;;;;Järva maakond, Järva vald, Albu küla;Järva county, Järva rural municipality, Albu village;???????? ????, ??????? ????, ??????? ????;;;;;;;;;;;;;;;;
1191;0486;3;Alekere küla;Alekere village;??????? ???????;;;;Jõgeva maakond, Mustvee vald, Alekere küla;Jõgeva county, Mustvee rural municipality, Alekere village;?????????? ????, ??????? ???????, ??????? ???????;;;;;;;;;;;;;;;;
1193;0901;3;Alekvere küla;Alekvere village;??????? ????????;;;;Lääne-Viru maakond, Vinni vald, Alekvere küla;Lääne-Viru county, Vinni rural municipality, Alekvere village;?????-???????? ????, ??????? ?????, ??????? ????????;;;;;;;;;;;;;;;;
1196;0478;3;Aljava küla;Aljava village;??????? ??????;;;;Saare maakond, Muhu vald, Aljava küla;Saare county, Muhu rural municipality, Aljava village;????????? ????, ??????? ????, ??????? ??????;;;;;;;;;;;;;;;;
1199;0480;3;Allaste küla;Allaste village;??????? ???????;;;;Viljandi maakond, Mulgi vald, Allaste küla;Viljandi county, Mulgi rural municipality, Allaste village;???????????? ????, ??????? ?????, ??????? ???????;;;;;;;;;;;;;;;;
1200;0205;3;Allika küla;Allika village;??????? ??????;;;;Hiiu maakond, Hiiumaa vald, Allika küla;Hiiu county, Hiiumaa rural municipality, Allika village;???????? ????, ??????? ???????, ??????? ??????;;;;;;;;;;;;;;;;
1201;0184;3;Allika küla;Allika village;??????? ??????;;;;Lääne maakond, Haapsalu linn, Allika küla;Lääne county, Haapsalu city, Allika village;????????? ????, ????? ????????, ??????? ??????;;;;;;;;;;;;;;;;
1202;0353;3;Allika küla;Allika village;??????? ??????;;;;Harju maakond, Kuusalu vald, Allika küla;Harju county, Kuusalu rural municipality, Allika village;????????? ????, ??????? ???????, ??????? ??????;;;;;;;;;;;;;;;;
1203;0901;3;Allika küla;Allika village;??????? ??????;;;;Lääne-Viru maakond, Vinni vald, Allika küla;Lääne-Viru county, Vinni rural municipality, Allika village;?????-???????? ????, ??????? ?????, ??????? ??????;;;;;;;;;;;;;;;;
1204;0430;3;Allika küla;Allika village;??????? ??????;;;;Pärnu maakond, Lääneranna vald, Allika küla;Pärnu county, Lääneranna rural municipality, Allika village;????????? ????, ??????? ??????????, ??????? ??????;;;;;;;;;;;;;;;;
1205;0567;3;Allikjärve küla;Allikjärve village;??????? ??????????;;;;Järva maakond, Paide linn, Allikjärve küla;Järva county, Paide city, Allikjärve village;???????? ????, ????? ?????, ??????? ??????????;;;;;;;;;;;;;;;;
1206;0725;3;Allika küla;Allika village;??????? ??????;;;;Harju maakond, Saue vald, Allika küla;Harju county, Saue rural municipality, Allika village;????????? ????, ??????? ????, ??????? ??????;;;;;;;;;;;;;;;;
1207;0714;3;Allikalahe küla;Allikalahe village;??????? ??????????;;;;Saare maakond, Saaremaa vald, Allikalahe küla;Saare county, Saaremaa rural municipality, Allikalahe village;????????? ????, ??????? ????????, ??????? ??????????;;;;;;;;;;;;;;;;
1208;0431;3;Alliklepa küla;Alliklepa village;??????? ?????????;;;;Harju maakond, Lääne-Harju vald, Alliklepa küla;Harju county, Lääne-Harju rural municipality, Alliklepa village;????????? ????, ??????? ?????-?????, ??????? ?????????;;;;;;;;;;;;;;;;
1209;0441;3;Allikotsa küla;Allikotsa village;??????? ?????????;;;;Lääne maakond, Lääne-Nigula vald, Allikotsa küla;Lääne county, Lääne-Nigula rural municipality, Allikotsa village;????????? ????, ??????? ?????-??????, ??????? ?????????;;;;;;;;;;;;;;;;
1210;0441;3;Allikmaa küla;Allikmaa village;??????? ????????;;;;Lääne maakond, Lääne-Nigula vald, Allikmaa küla;Lääne county, Lääne-Nigula rural municipality, Allikmaa village;????????? ????, ??????? ?????-??????, ??????? ????????;;;;;;;;;;;;;;;;
1211;0130;3;Alliku küla;Alliku village;??????? ??????;;;;Ida-Viru maakond, Alutaguse vald, Alliku küla;Ida-Viru county, Alutaguse rural municipality, Alliku village;???-???????? ????, ??????? ?????????, ??????? ??????;;;;;;;;;;;;;;;;
1212;0803;3;Altküla;Altküla village;??????? ???????;;;;Ida-Viru maakond, Toila vald, Altküla;Ida-Viru county, Toila rural municipality, Altküla village;???-???????? ????, ??????? ?????, ??????? ???????;;;;;;;;;;;;;;;;
1214;0638;3;Altküla;Altküla village;??????? ???????;;;;Pärnu maakond, Põhja-Pärnumaa vald, Altküla;Pärnu county, Põhja-Pärnumaa rural municipality, Altküla village;????????? ????, ??????? ?????-????????, ??????? ???????;;;;;;;;;;;;;;;;
