Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
D1;paremal ülakõhus;paremal ülakõhus;paremal ülakõhus;D;1;1.01.2012;;;EKL,TA;1;
D2;keskel ülakõhus;keskel ülakõhus;keskel ülakõhus;D;1;1.01.2012;;;EKL,TA;1;
D3;vasakul ülakõhus;vasakul ülakõhus;vasakul ülakõhus;D;1;1.01.2012;;;EKL,TA;1;
D4;paremal keskkõhus;paremal keskkõhus;paremal keskkõhus;D;1;1.01.2012;;;EKL,TA;1;
D5;keskkõhus;keskkõhus;keskkõhus;D;1;1.01.2012;;;EKL,TA;1;
D6;vasakul keskkõhus;vasakul keskkõhus;vasakul keskkõhus;D;1;1.01.2012;;;EKL,TA;1;
D7;paremal alakõhus;paremal alakõhus;paremal alakõhus;D;1;1.01.2012;;;EKL,TA;1;
D8;keskel alakõhus;keskel alakõhus;keskel alakõhus;D;1;1.01.2012;;;EKL,TA;1;
D9;vasakul alakõhus;vasakul alakõhus;vasakul alakõhus;D;1;1.01.2012;;;EKL,TA;1;
E;selg;selg;selg;;0;1.01.2012;;;EKL,TA;1;
E1;lülisamba rinnaosa;lülisamba rinnaosa;lülisamba rinnaosa;E;1;1.01.2012;;;EKL,TA;1;
E2;lülisamba nimmeosa;lülisamba nimmeosa;lülisamba nimmeosa;E;1;1.01.2012;;;EKL,TA;1;
E3;parem ülaselg;parem ülaselg;parem ülaselg;E;1;1.01.2012;;;EKL,TA;1;
E4;vasak ülaselg;vasak ülaselg;vasak ülaselg;E;1;1.01.2012;;;EKL,TA;1;
E5;parem alaselg;parem alaselg;parem alaselg;E;1;1.01.2012;;;EKL,TA;1;
E6;vasak alaselg;vasak alaselg;vasak alaselg;E;1;1.01.2012;;;EKL,TA;1;
F;vaagen;vaagen;vaagen;;0;1.01.2012;;;EKL,TA;1;
F1;parem puus;parem puus;parem puus;F;1;1.01.2012;;;EKL,TA;1;
F2;vasak puus;vasak puus;vasak puus;F;1;1.01.2012;;;EKL,TA;1;
F3;häbemeliidus;häbemeliidus;häbemeliidus;F;1;1.01.2012;;;EKL,TA;1;
F4;parem tuhar;parem tuhar;parem tuhar;F;1;1.01.2012;;;EKL,TA;1;
F5;vasak tuhar;vasak tuhar;vasak tuhar;F;1;1.01.2012;;;EKL,TA;1;
F6;lahkliha;lahkliha;lahkliha;F;1;1.01.2012;;;EKL,TA;1;
F7;suguelundid;suguelundid;suguelundid;F;1;1.01.2012;;;EKL,TA;1;
F8;lülisammas;lülisammas;lülisammas;F;1;1.01.2012;;;EKL,TA;1;
G;käsi;käsi;käsi;;0;1.01.2012;;;EKL,TA;1;
G1;parem õlavars;parem õlavars;parem õlavars;G;1;1.01.2012;;;EKL,TA;1;
G2;vasak õlavars;vasak õlavars;vasak õlavars;G;1;1.01.2012;;;EKL,TA;1;
G3;parem küünarvars;parem küünarvars;parem küünarvars;G;1;1.01.2012;;;EKL,TA;1;
G4;vasak küünarvars;vasak küünarvars;vasak küünarvars;G;1;1.01.2012;;;EKL,TA;1;
G5;parem labakäsi;parem labakäsi;parem labakäsi;G;1;1.01.2012;;;EKL,TA;1;
G6;vasak labakäsi;vasak labakäsi;vasak labakäsi;G;1;1.01.2012;;;EKL,TA;1;
G7;parema käe sõrmed;parema käe sõrmed;parema käe sõrmed;G;1;1.01.2012;;;EKL,TA;1;
G8;vasaku käe sõrmed;vasaku käe sõrmed;vasaku käe sõrmed;G;1;1.01.2012;;;EKL,TA;1;
H;jalg;jalg;jalg;;0;1.01.2012;;;EKL,TA;1;
H1;parem reis;parem reis;parem reis;H;1;1.01.2012;;;EKL,TA;1;
H2;vasak reis;vasak reis;vasak reis;H;1;1.01.2012;;;EKL,TA;1;
H3;parem säär;parem säär;parem säär;H;1;1.01.2012;;;EKL,TA;1;
H4;vasak säär;vasak säär;vasak säär;H;1;1.01.2012;;;EKL,TA;1;
H5;parem labajalg;parem labajalg;parem labajalg;H;1;1.01.2012;;;EKL,TA;1;
H6;vasak labajalg;vasak labajalg;vasak labajalg;H;1;1.01.2012;;;EKL,TA;1;
H7;parema jala varbad;parema jala varbad;parema jala varbad;H;1;1.01.2012;;;EKL,TA;1;
H8;vasaku jala varbad;vasaku jala varbad;vasaku jala varbad;H;1;1.01.2012;;;EKL,TA;1;
H9;parem põlv;parem põlv;parem põlv;H;1;1.01.2012;;;EKL,TA;1;
H10;vasak põlv;vasak põlv;vasak põlv;H;1;1.01.2012;;;EKL,TA;1;
I;muu (täpsustus);muu (täpsustus);muu (täpsustus); ;0;1.01.2012;;;EKL,TA;1;
X;kogu keha;kogu keha;kogu keha;;0;1.01.2012;;;EKL,TA;1;
