Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
P;Otsus positiivne;Otsus positiivne;Otsus positiivne;;;4.01.2016;;;Haigekassa;1;
N;Otsus negatiivne;Otsus negatiivne;Otsus negatiivne;;;4.01.2016;;;Haigekassa;1;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
