Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
1;puudub;puudub;puudub;;0;1.01.2013;;;Eesti Ortodontia Selts;1;
2;parem;parem;parem;;0;1.01.2013;;;Eesti Ortodontia Selts;1;
3;vasak;vasak;vasak;;0;1.01.2013;;;Eesti Ortodontia Selts;1;
