Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
ORIGIN_PRICE ;originaalhind;originaalhind;originaalhind;0;0;20.12.2012;;;;1;
BENEF_PRICE;soodustatud summa;soodustatud summa;soodustatud summa;0;0;20.12.2012;;;;1;
LIMIT_PRICE;piirhind;piirhind;piirhind;0;0;20.12.2012;;;;1;
AGR_PRICE;kokkuleppehind;kokkuleppehind;kokkuleppehind;0;0;20.12.2012;;;;1;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
