Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
1;hügieen;hügieen;hügieen;;;1.01.2013;;;Eesti Ortodontide Selts;1;
2;juurte resorptsioon;juurte resorptsioon;juurte resorptsioon;;;1.01.2013;;;Eesti Ortodontide Selts;1;
3;ravi kestvus;ravi kestvus;ravi kestvus;;;1.01.2013;;;Eesti Ortodontide Selts;1;
4;muud;muud (täpsustav tekst);muud (täpsustav tekst);;;1.01.2013;;;Eesti Ortodontide Selts;1;
