Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
A;võrdsed;võrdsed;võrdsed;;0;1.01.2012;;;EKL,TA;1;
B;p > v;parem pupill on suurem kui vasak;parem > vasak;;0;1.01.2012;;;EKL,TA;1;
C;v > p;parem pupill on väiksem kui vasak;vasak > parem;;0;1.01.2012;;;EKL,TA;1;
