Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
M;mees;mees;meessoolisus;;;1.01.2007;;;Sotsiaalministeerium;1;
N;naine;naine;naissoolisus;;;1.01.2007;;;Sotsiaalministeerium;1;
U;tuvastamata;tuvastamata;tuvastamata;;;1.01.2013;;;Sotsiaalministeerium;1;
